True,Pred,Stdv,Spcs
0.0104159064604629,0.016189493,0.028148696,S1
0.1167919334193004,0.15150583,0.030794919,S2
0.0020125112311587,5.861859e-05,0.027925983,S3
0.2038107917590717,0.2312666,0.03643202,S4
0.1427427977409871,0.27497414,0.032699216,S5
0.0349072796575766,0.061114743,0.029242488,S6
0.0031298430680523,0.0010850332,0.027930006,S7
0.0221986042288026,0.026399434,0.028635206,S8
0.1204978837177723,0.033701573,0.028444912,S9
0.3419924487168149,0.13837749,0.029803498,S10
0.0184293610647976,0.020150172,0.028104821,S1
0.1408292151404924,0.18186009,0.030277083,S2
0.0013425594838443,0.00017227711,0.027926141,S3
0.2811508328025793,0.31372243,0.032407776,S4
0.1322996261270406,0.20969282,0.02997412,S5
0.0289055750787706,0.041569103,0.028388726,S6
0.0129736427419956,0.0010700749,0.02793109,S7
0.0037138722553421,0.004841203,0.027955905,S8
0.0382277606666065,0.0485551,0.028674461,S9
0.3027942213051973,0.167929,0.028780485,S10
0.021540806845429,0.014800378,0.028002901,S1
0.091140846883101,0.19186069,0.028998332,S2
0.0002293376079211,0.002571734,0.027960725,S3
0.294974685373552,0.32072073,0.029713174,S4
0.2703712687668231,0.188868,0.028989894,S5
0.1969222521987953,0.058490254,0.028522585,S6
0.0022170986304207,0.0020773541,0.027943628,S7
0.0057365014865688,0.009026531,0.028016573,S8
0.0526193013443103,0.059427474,0.028628806,S9
0.0670380159944815,0.16343644,0.02855751,S10
0.0295556340158119,0.015454155,0.028016888,S1
0.115906730961311,0.19132367,0.029155545,S2
0.0003682340332038,0.0029525035,0.02797519,S3
0.2078298759006182,0.33139682,0.029761579,S4
0.2397242746851864,0.1786654,0.029081436,S5
0.2080640725400672,0.05432437,0.02849667,S6
0.0,0.0,0.02792597,S7
0.0,0.0,0.02792597,S8
0.0517802485508588,0.058936156,0.02858543,S9
0.0891805630086496,0.16640373,0.028588539,S10
0.0364599477806788,0.050080605,0.028637804,S1
0.0,0.0,0.02792597,S2
0.0047745169712793,0.0033492737,0.02796535,S3
0.4162510704960836,0.3954137,0.034122784,S4
0.0,0.0,0.02792597,S5
0.0672772845953002,0.082608014,0.032471515,S6
0.0251747258485639,0.007179091,0.02811527,S7
