Experiments,Time,OD,s1,s2,s3,s4,s5
Exp_18,6.0,0.06572176343376557,0.024395324744733975,0.0,0.0,0.020989976529917253,0.02033646215911434
Exp_18,12.0,0.07690345276805355,0.026877705052038556,0.0,0.0,0.0262290559479496,0.023796691768065405
Exp_18,18.0,0.09356542856502073,0.03442522936542252,0.0,0.0,0.032744065126358086,0.02639613407324012
Exp_18,24.0,0.11409743602150008,0.042591786409900766,0.0,0.0,0.03900126375468476,0.03250438585691455
Exp_18,30.0,0.12887483980879158,0.04646079826881057,0.0,0.0,0.04484136132472768,0.03757268021525333
Exp_18,36.0,0.14466928678878088,0.05350911296510426,0.0,0.0,0.04995674311928743,0.041203430704389206
Exp_18,42.0,0.16809436887010024,0.061085766694004416,0.0,0.0,0.059876329684238214,0.04713227249185762
Exp_18,48.0,0.1871935674485663,0.06522786380392011,0.0,0.0,0.06742751259034632,0.05453819105429986
Exp_18,54.0,0.20577274502805387,0.06830597332133727,0.0,0.0,0.07634257579443719,0.0611241959122794
Exp_18,60.0,0.22263066641193627,0.07223167431788656,0.0,0.0,0.08316466842288155,0.06723432367116816
Exp_18,66.0,0.24083025759814536,0.07234020966683592,0.0,0.0,0.09174046524048171,0.07674958269082773
Exp_18,72.0,0.26147445252331214,0.07400264569387335,0.0,0.0,0.09989064925364527,0.08758115757579354
Exp_18,78.0,0.28120192888395473,0.07367571852860363,0.0,0.0,0.10690969085074396,0.10061651950460714
Exp_18,84.0,0.2998965431533656,0.07436352307514929,0.0,0.0,0.11308284077014816,0.11245017930806818
Exp_18,90.0,0.32098032728973513,0.07355847141468609,0.0,0.0,0.12210080841578477,0.12532104745926428
Exp_18,96.0,0.3375394704575275,0.07019960773885119,0.0,0.0,0.1261618558041365,0.14117800691453988
Exp_19,0.0,0.05,0.025,0.0,0.025,0.0,0.0
Exp_19,6.0,0.0629393933003908,0.03276768038975298,0.0,0.03017171291063783,0.0,0.0
Exp_19,12.0,0.0812285075314925,0.04213671477424804,0.0,0.03909179275724446,0.0,0.0
Exp_19,18.0,0.09851185113401288,0.050859996902884355,0.0,0.047651854231128526,0.0,0.0
Exp_19,24.0,0.11254485258137623,0.05824418323715428,0.0,0.05430066934422194,0.0,0.0
Exp_19,30.0,0.12712008853177223,0.06721073847685621,0.0,0.059909350054916016,0.0,0.0
Exp_19,36.0,0.1420961024424397,0.0763260221474301,0.0,0.0657700802950096,0.0,0.0
Exp_19,42.0,0.15190126125039324,0.08196456088191496,0.0,0.06993670036847828,0.0,0.0
Exp_19,48.0,0.16127633112168926,0.08609152221154041,0.0,0.07518480891014886,0.0,0.0
Exp_19,54.0,0.16370800094284962,0.08838286067723952,0.0,0.0753251402656101,0.0,0.0
Exp_19,60.0,0.17039128570201834,0.0904943837367335,0.0,0.07989690196528483,0.0,0.0
Exp_19,66.0,0.16904347502938233,0.09132875161559076,0.0,0.07771472341379157,0.0,0.0
Exp_19,72.0,0.1661614671419493,0.08914932000907744,0.0,0.07701214713287186,0.0,0.0
Exp_19,78.0,0.16709504749211285,0.08910064373702989,0.0,0.07799440375508296,0.0,0.0
Exp_19,84.0,0.16427184197522465,0.08816771403024397,0.0,0.07610412794498068,0.0,0.0
Exp_19,90.0,0.15547375518081769,0.08252631148787798,0.0,0.07294744369293969,0.0,0.0
Exp_19,96.0,0.14906335206498508,0.07834794377965972,0.0,0.07071540828532537,0.0,0.0
Exp_20,0.0,0.05,0.01666666666666667,0.0,0.016666666666666666,0.0,0.016666666666666666
Exp_20,6.0,0.06212985763398075,0.02240303305633458,0.0,0.021079211002462492,0.0,0.018647613575183686
Exp_20,12.0,0.07450724200092906,0.027190250562758308,0.0,0.024972073697389408,0.0,0.022344917740781352
Exp_20,18.0,0.09332001875478027,0.0349223522118932,0.0,0.030338266984279317,0.0,0.02805939955860776
Exp_20,24.0,0.10870120169620628,0.03922206196357391,0.0,0.03695025752904443,0.0,0.03252888220358795
Exp_20,30.0,0.1272059364292036,0.04634652943744407,0.0,0.042439641223051716,0.0,0.038419765768707814
Exp_20,36.0,0.13990283036460582,0.053167277762178486,0.0,0.044783281404378324,0.0,0.04195227119804901
Exp_20,42.0,0.1577876434681139,0.058826394735180275,0.0,0.0487927923704381,0.0,0.05016845636249551
Exp_20,48.0,0.1729130002853382,0.06380029945047716,0.0,0.053543029266500806,0.0,0.05556967156836023
Exp_20,54.0,0.18782649988090294,0.06719662511203227,0.0,0.05460083204914155,0.0,0.0660290427197291
Exp_20,60.0,0.1970802796527386,0.06834643633166337,0.0,0.05439837046994167,0.0,0.07433547285113357
Exp_20,66.0,0.2136850304553174,0.07068514446750636,0.0,0.05578802975538475,0.0,0.08721185623242629
Exp_20,72.0,0.23015161124522243,0.06958071724675736,0.0,0.05656825336450983,0.0,0.10400264063395524
Exp_20,78.0,0.24611496747659672,0.07065275671214946,0.0,0.05604671881830957,0.0,0.11941549194613772
Exp_20,84.0,0.2603650429298018,0.06841041629210172,0.0,0.05467214847128786,0.0,0.13728247816641218
Exp_20,90.0,0.28031413198461597,0.06730679951080022,0.0,0.05187855012066284,0.0,0.16112878235315292
Exp_20,96.0,0.2998087090338445,0.06590641168237978,0.0,0.05208916040277777,0.0,0.18181313694868698
Exp_21,0.0,0.05,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.0
Exp_21,6.0,0.0620624454665578,0.021103909624429734,0.0,0.019288847368399628,0.021669688473728438,0.0
Exp_21,12.0,0.07966877663039912,0.02740701545494163,0.0,0.025318763706516867,0.026942997468940626,0.0
Exp_21,18.0,0.09793979518745922,0.03500034357427289,0.0,0.02975178105653597,0.03318767055665037,0.0
Exp_21,24.0,0.11464531261380813,0.039589785468221506,0.0,0.036526748088672206,0.03852877905691442,0.0
Exp_21,30.0,0.13564135283927764,0.04783760065181374,0.0,0.04242627919283019,0.04537747299463371,0.0
Exp_21,36.0,0.15271728864480885,0.05263292927678713,0.0,0.04555506919316003,0.054529290174861696,0.0
Exp_21,42.0,0.16824083913740132,0.05701717957434595,0.0,0.04866518273803028,0.06255847682502509,0.0
Exp_21,48.0,0.18386292289652412,0.06230813815035096,0.0,0.05081595156800925,0.0707388331781639,0.0
