Treatments,Time,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
exp_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
exp_33,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24830900519089885,0.0,0.0,0.0,0.0,0.21135249238198422
exp_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
exp_34,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1766056378420416,0.0,0.0,0.0,0.11195001393011508,0.0
exp_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1
exp_35,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20991159172433466,0.0,0.0,0.0,0.07171923710136772,0.19194332729397623
exp_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
exp_36,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16612566822915906,0.0,0.0,0.036149707951860025,0.0,0.0
exp_37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1
exp_37,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23796452737004728,0.0,0.0,0.003682216170163107,0.0,0.1945908898749563
exp_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0
exp_38,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14822451027806174,0.0,0.0,0.03412442318574738,0.10417748839087483,0.0
exp_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1
exp_39,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21032550300391695,0.0,0.0,0.024305026005547424,0.04197374675761914,0.18898731152017365
exp_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
exp_40,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18774406347034298,0.0,0.08836343980666457,0.0,0.0,0.0
exp_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1
exp_41,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21075041057038552,0.0,0.07103483705047774,0.0,0.0,0.2156768353016956
exp_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0
exp_42,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1387421095065471,0.0,0.054388170991738524,0.0,0.0929505700534218,0.0
exp_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1
exp_43,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19901768928371422,0.0,0.025397857312611374,0.0,0.047208053973194726,0.2153056368397094
exp_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0
exp_44,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713434543296525,0.0,0.08888191401716611,0.004607531175908881,0.0,0.0
exp_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1
exp_45,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21231066698125195,0.0,0.07245307435851679,0.006474724164204483,0.0,0.2029804395327198
exp_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0
exp_46,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14247232862447584,0.0,0.0429019215758855,0.027904480726726147,0.08413600126311511,0.0
exp_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1
exp_47,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2138986519853358,0.0,0.02530077365203269,0.0007572278378985492,0.03347570365056325,0.19079679818304812
exp_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
exp_48,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312500203755159,0.2609009544038795,0.0,0.0,0.0,0.0
exp_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1
exp_49,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887278274666788,0.23781317419280412,0.0,0.0,0.0,0.13537684632356803
exp_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0
exp_50,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11727328205752718,0.2521514592470004,0.0,0.0,0.050783383349984085,0.0
exp_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
exp_51,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1717042861547134,0.23630199435661745,0.0,0.0,0.024773714106317464,0.12452752522408408
exp_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0
exp_52,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1380453964911872,0.2260287502566911,0.0,0.07846671251311389,0.0,0.0
exp_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1
exp_53,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18454501276051188,0.2147860489658849,0.0,0.040154797351044165,0.0,0.1685480721865396
exp_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.0
exp_54,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11319021604787803,0.22893486388584564,0.0,0.06878690301194768,0.03745588803797912,0.0
exp_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1
exp_55,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822150220876156,0.2013580979699016,0.0,0.03249752819298599,0.03718481925541012,0.144466866055872
exp_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0
exp_56,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14509079685439155,0.23799850479732748,0.017911130155625253,0.0,0.0,0.0
exp_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1
exp_57,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17291831363552226,0.22758706804663584,0.00012949238125808775,0.0,0.0,0.1250255589902236
exp_58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0
exp_58,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14249208693249,0.2410743565424802,0.01698887028791926,0.0,0.05577430361601735,0.0
exp_59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1
exp_59,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17582948203693452,0.2228293834365986,0.0,0.0,0.03674077926004818,0.1551270879892896
exp_60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0
exp_60,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143180524423704,0.23196819379968495,0.014031470193006889,0.05043613154811491,0.0,0.0
exp_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1
exp_61,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17555505023440557,0.20526686473654418,0.004645511726606917,0.023358267049864906,0.0,0.15549388340533699
exp_62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0
exp_62,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129950776759419,0.2245647071233048,0.0036073380709608204,0.051810335825187986,0.056088148971281844,0.0
exp_63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
exp_63,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16565060743049834,0.21879133194870543,0.008576702458088243,0.02395950716529326,0.011427173420414174,0.15039482535114013
mono_exp_64,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mono_exp_64,16.0,0.0,0.0,0.0,0.0,0.0,0.3555083071215471,0.0,0.0,0.0,0.0,0.0,0.0
exp_65,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
exp_65,16.0,0.0,0.0,0.0,0.0,0.0,0.28428689323798967,0.0,0.0,0.0,0.0,0.0,0.2795498907665624
exp_66,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
exp_66,16.0,0.0,0.0,0.0,0.0,0.0,0.3084394567570372,0.0,0.0,0.0,0.0,0.10639694146972724,0.0
exp_67,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1
exp_67,16.0,0.0,0.0,0.0,0.0,0.0,0.255521524350634,0.0,0.0,0.0,0.0,0.06374689562049918,0.3001594496931295
exp_68,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
exp_68,16.0,0.0,0.0,0.0,0.0,0.0,0.3546868135864933,0.0,0.0,0.0,0.005930958721590685,0.0,0.0
exp_69,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1
exp_69,16.0,0.0,0.0,0.0,0.0,0.0,0.2745866410757477,0.0,0.0,0.0,0.0,0.0,0.32823565999100907
exp_70,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0
exp_70,16.0,0.0,0.0,0.0,0.0,0.0,0.3137816963933022,0.0,0.0,0.0,0.009431640051813576,0.11360945796531197,0.0
exp_71,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1
exp_71,16.0,0.0,0.0,0.0,0.0,0.0,0.2726069212155368,0.0,0.0,0.0,0.004081890293917751,0.05023327197505271,0.2940291731172102
exp_72,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
exp_72,16.0,0.0,0.0,0.0,0.0,0.0,0.2857312845485052,0.0,0.0,0.07368726509605437,0.0,0.0,0.0
exp_73,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1
exp_73,16.0,0.0,0.0,0.0,0.0,0.0,0.23925834304577506,0.0,0.0,0.03423682614832951,0.0,0.0,0.31255704758963027
exp_74,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0
exp_74,16.0,0.0,0.0,0.0,0.0,0.0,0.2791933234385164,0.0,0.0,0.052617388398723104,0.0,0.09367034377641656,0.0
exp_75,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1
exp_75,16.0,0.0,0.0,0.0,0.0,0.0,0.2386694256445329,0.0,0.0,0.013847094538683989,0.0,0.033785849337899236,0.2843215836990328
exp_76,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0
exp_76,16.0,0.0,0.0,0.0,0.0,0.0,0.2825200675418124,0.0,0.0,0.09629810515713996,0.01716039359040969,0.0,0.0
exp_77,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1
exp_77,16.0,0.0,0.0,0.0,0.0,0.0,0.2389672202579634,0.0,0.0,0.03166096297571387,0.0,0.0,0.3004482098095679
exp_78,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0
exp_78,16.0,0.0,0.0,0.0,0.0,0.0,0.28310337046585,0.0,0.0,0.03740031661849551,0.005660568193544354,0.07564469313358639,0.0
exp_79,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1
exp_79,16.0,0.0,0.0,0.0,0.0,0.0,0.23183951895639476,0.0,0.0,0.000529398292952888,0.01571777314926739,0.03976167843252545,0.27573408799564847
exp_80,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
exp_80,16.0,0.0,0.0,0.0,0.0,0.0,0.24729069682231966,0.0,0.21107035397127508,0.0,0.0,0.0,0.0
exp_81,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1
exp_81,16.0,0.0,0.0,0.0,0.0,0.0,0.19106048635040446,0.0,0.1666509880883144,0.0,0.0,0.0,0.23255206191729588
exp_82,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0
exp_82,16.0,0.0,0.0,0.0,0.0,0.0,0.21480811291473598,0.0,0.21230722982733716,0.0,0.0,0.0693462820858875,0.0
exp_83,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1
exp_83,16.0,0.0,0.0,0.0,0.0,0.0,0.1882819159753177,0.0,0.16264995179667696,0.0,0.0,0.04354584644664007,0.23674914425578084
exp_84,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0
exp_84,16.0,0.0,0.0,0.0,0.0,0.0,0.2705779304892747,0.0,0.18509268785073393,0.0,0.003473597571702989,0.0,0.0
exp_85,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1
exp_85,16.0,0.0,0.0,0.0,0.0,0.0,0.19169727300891762,0.0,0.17646172263746798,0.0,0.01923296018069534,0.0,0.2481936551113395
exp_86,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0
exp_86,16.0,0.0,0.0,0.0,0.0,0.0,0.2399592122150707,0.0,0.18110115647516362,0.0,0.018362163654570073,0.0652946796965823,0.0
exp_87,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1
exp_87,16.0,0.0,0.0,0.0,0.0,0.0,0.19402692651534745,0.0,0.15048568833543702,0.0,0.0014501170012796638,0.016479269375857614,0.24648731291831893
exp_88,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0
exp_88,16.0,0.0,0.0,0.0,0.0,0.0,0.22480556240159857,0.0,0.20391020588061554,0.029012332101983833,0.0,0.0,0.0
exp_89,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1
exp_89,16.0,0.0,0.0,0.0,0.0,0.0,0.1838318011343586,0.0,0.1542003540163476,0.01165245760104749,0.0,0.0,0.2363432843995409
exp_90,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0
exp_90,16.0,0.0,0.0,0.0,0.0,0.0,0.2030081690123891,0.0,0.19713403862767193,0.0020211710349582824,0.0,0.05213880070655017,0.0
exp_91,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1
exp_91,16.0,0.0,0.0,0.0,0.0,0.0,0.18120850729982685,0.0,0.15424550737237658,0.0,0.0,0.04118248153665384,0.2170762147750095
exp_92,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0
exp_92,16.0,0.0,0.0,0.0,0.0,0.0,0.21439463970074268,0.0,0.18221192135399744,0.018173155413785138,0.03707790870712484,0.0,0.0
exp_93,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1
exp_93,16.0,0.0,0.0,0.0,0.0,0.0,0.20224445822437612,0.0,0.17289941633601513,0.0,0.0009721055425661639,0.0,0.24057118136709818
exp_94,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0
exp_94,16.0,0.0,0.0,0.0,0.0,0.0,0.22568403268732257,0.0,0.17280180512312535,0.0,0.028382960004888387,0.05791497915643286,0.0
exp_95,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1
exp_95,16.0,0.0,0.0,0.0,0.0,0.0,0.18212058605136444,0.0,0.1496165296621207,0.0,0.009795000484757935,0.021953017226715832,0.22150293929658102
exp_96,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
exp_96,16.0,0.0,0.0,0.0,0.0,0.0,0.3746255218118937,0.2175336598032404,0.0,0.0,0.0,0.0,0.0
exp_97,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
exp_97,16.0,0.0,0.0,0.0,0.0,0.0,0.3235970992832437,0.25717833486764413,0.0,0.0,0.0,0.0,0.25177509250709856
exp_98,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0
exp_98,16.0,0.0,0.0,0.0,0.0,0.0,0.3325156572316189,0.17122805449353737,0.0,0.0,0.0,0.09398056786439339,0.0
exp_99,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
exp_99,16.0,0.0,0.0,0.0,0.0,0.0,0.3097245440843755,0.24560911911715094,0.0,0.0,0.0,0.05793894935443334,0.24375395706573869
exp_100,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0
exp_100,16.0,0.0,0.0,0.0,0.0,0.0,0.3737308377192708,0.2028927837022788,0.0,0.0,0.006335917770132403,0.0,0.0
exp_101,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1
exp_101,16.0,0.0,0.0,0.0,0.0,0.0,0.3206803630888821,0.2612020181268887,0.0,0.0,0.01136979361069239,0.0,0.26229175117297926
exp_102,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0
exp_102,16.0,0.0,0.0,0.0,0.0,0.0,0.3423728381409325,0.15853103904757554,0.0,0.0,0.01723425458958193,0.10125264487294341,0.0
exp_103,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1
exp_103,16.0,0.0,0.0,0.0,0.0,0.0,0.30439521550102505,0.23405678062571086,0.0,0.0,0.010499342974540953,0.03618419431061828,0.25173791831522185
exp_104,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0
exp_104,16.0,0.0,0.0,0.0,0.0,0.0,0.3192510629144381,0.18336409352883984,0.0,0.05915184469471841,0.0,0.0,0.0
exp_105,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1
exp_105,16.0,0.0,0.0,0.0,0.0,0.0,0.2878516875779757,0.2247902326213439,0.0,0.029429138220778465,0.0,0.0,0.24040135520601558
exp_106,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0
exp_106,16.0,0.0,0.0,0.0,0.0,0.0,0.30102467110823095,0.15336350511816066,0.0,0.02176121460113962,0.0,0.08810247464581239,0.0
exp_107,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1
