Treatments,Time,OD,s1,s2,s3,s4,s5,s6
exp_2,10.666666666666666,0.6350176707475249,0.05570918509574816,0.3135707398913576,0.1499687323900593,0.06441106619463091,0.04847845390847374,0.0028794932672551814
exp_2,11.733333333333333,0.6655288444236345,0.051327702608828775,0.33432077039320524,0.1838511477114518,0.05490180519617979,0.03954424165551715,0.0015831768584516682
exp_2,12.8,0.731023867791946,0.0412817956320087,0.34747988733588564,0.21523774291204018,0.0764290387846645,0.045665327071614595,0.004930076055732226
exp_2,13.866666666666667,0.7449406856196709,0.03648835621202405,0.35884019618301793,0.23584132984540382,0.08277090935496431,0.0285839169679965,0.0024159770562643236
exp_2,14.933333333333334,0.7773169784505427,0.03381050410146855,0.37189863202637047,0.2545028949597087,0.08755002121550587,0.020797616833658522,0.00875730931383073
exp_2,16.0,0.7880210915675824,0.03060378209563467,0.378029558106762,0.2668821122807287,0.10115172336864436,0.01364121976862057,-0.0022873040528079585
exp_3,0.0,0.3752453312277794,0.06133939027786255,0.05268742442131043,0.08183689713478089,0.07933626770973207,0.09717550277709962,0.0028698489069938662
exp_3,1.0666666666666667,0.4165105921046809,0.0681535583310238,0.07272033944639003,0.10161787072039685,0.08887866221717225,0.08944584606147295,-0.004305684671775018
exp_3,2.1333333333333333,0.48280908121125055,0.06918722288416596,0.10237970020594171,0.1059824413987777,0.11549942283731429,0.08719634968968823,0.0025639441953626296
exp_3,3.2,0.5595761403684543,0.08018999944062564,0.13135477616498076,0.13837791405010053,0.12436107476862755,0.08443630521855278,0.0008560707255669423
exp_3,4.266666666666667,0.6114086091214177,0.08011444727432515,0.16942264551025885,0.1554458170438656,0.13102547154850255,0.07550584060864977,-0.00010561286418424645
exp_3,5.333333333333333,0.6644224155823769,0.07898001891787507,0.19236270604981054,0.16888473063380427,0.14500580419365589,0.07385847462672704,0.005330681160504124
exp_3,6.4,0.7046185409527668,0.06738716954890957,0.22803100144093735,0.2018667609609563,0.14721254597503844,0.05867602765276928,0.001445035374155856
exp_3,7.466666666666667,0.7581212489292369,0.06455585367848761,0.28127885544459486,0.2188620211652838,0.14898105570493292,0.046725735960589786,-0.0022822730246521384
exp_3,8.533333333333333,0.7935339864190736,0.06235135916357559,0.29038180088774884,0.24081480828607932,0.15166831000219808,0.045762265361869406,0.00255544271760231
exp_3,9.6,0.7817176343727753,0.04432219631901804,0.3068938127705778,0.2606025038549453,0.14661930833629272,0.02630837944933217,-0.0030285663573906847
exp_3,10.666666666666666,0.796409537074825,0.05010273893175181,0.3238443552735329,0.26215178951307544,0.14515808021331691,0.020852856517380676,-0.005700283374232706
exp_3,11.733333333333333,0.8114400187327656,0.030179633791357404,0.3423764051798414,0.2749780133337967,0.143548412746819,0.013938776935171579,0.006418776745779622
exp_3,12.8,0.8292335453810258,0.02581195834742922,0.3569462365721768,0.2791511508758248,0.1486957953619314,0.022912661534495123,-0.004284257310831639
exp_3,13.866666666666667,0.8511231066570459,0.018220498824249087,0.36764587013316374,0.29962825219406236,0.14587843455051602,0.015581045196311193,0.0041690057587436165
exp_3,14.933333333333334,0.8487764818489737,0.027678661570124337,0.366632869276039,0.29117497213171845,0.14535291652102406,0.011306439720055498,0.006630622630012239
exp_3,16.0,0.8551627325141917,0.016919747632010387,0.3796544527762617,0.2992110693986465,0.14028362039131406,0.015661072076489563,0.003432770239469512
exp_4,0.0,0.22539984351024034,0.0004388502798974514,0.020642031729221345,0.044087123870849614,0.045770940184593205,0.03340906500816345,0.08105183243751526
exp_4,1.0666666666666667,0.25744419748807296,-0.0044373397736150195,0.03439033835709916,0.05960116806973951,0.05881240641806336,0.03562180356155865,0.07345582085522727
exp_4,2.1333333333333333,0.2797918036300432,0.0007072489299053077,0.04957801991088638,0.05859177432617228,0.06791074082341522,0.037841749961208246,0.06516226967845574
exp_4,3.2,0.3313952686740874,0.003619751797947698,0.06439783646487736,0.0653454550796882,0.08841989479446502,0.040694312046393295,0.06891801849071583
exp_4,4.266666666666667,0.39285027452782045,0.0005402132251897338,0.10224582977056937,0.08466402965670625,0.10436733730311042,0.04190409301276199,0.059128771559482686
exp_4,5.333333333333333,0.43866448214624065,0.0022613793732052224,0.12744128596661744,0.1089781192023858,0.10918249047832922,0.03933362912442581,0.05146757800127709
exp_4,6.4,0.4892285318535266,0.006515630355745104,0.15883279209972398,0.10979901916999044,0.12691823618665182,0.03992775983310683,0.047235094208308466
exp_4,7.466666666666667,0.5386632103898281,-0.003137013493602855,0.20629940375505915,0.13657601974592237,0.1320021551906163,0.032773452614699675,0.03414919257713349
exp_4,8.533333333333333,0.5785004168299129,-0.00387838932621037,0.23142352381508347,0.1538519164412067,0.14697664094198726,0.024267131440673446,0.025859593517172416
exp_4,9.6,0.6387926223190806,0.00032072931627834256,0.2691121803824221,0.17774245019086968,0.14171803759473067,0.02481122871489006,0.025087996119889804
exp_4,10.666666666666666,0.6727607727320336,0.011061112812412188,0.2887352005587316,0.2026496935833324,0.139778777939442,0.014490910303534912,0.016045077534580555
exp_4,11.733333333333333,0.7164044562305251,0.007939097806657433,0.3171974806395972,0.2138607724415518,0.14185726396322323,0.019548727620606506,0.016001113758888814
exp_4,12.8,0.7249629899064308,0.004055324447057466,0.32917968598568625,0.24120019013950614,0.13259619709268328,0.011939905941734467,0.005991686299763197
exp_4,13.866666666666667,0.7592457516973529,0.000291525354528317,0.3497600199978622,0.2480209674657541,0.14048991866398644,0.016659429229265863,0.004023890985955864
exp_4,14.933333333333334,0.7779007975785702,0.006298258273824275,0.3662384673691253,0.263358953504869,0.13482614815096872,0.0038871071070713907,0.003291863172711519
exp_4,16.0,0.7986039266622683,0.00021991235623354945,0.37025350095893905,0.2725321642047513,0.13631549955356312,0.01818156949684484,0.0011012800919364238
exp_5,0.0,0.2529003724455834,0.023575660586357117,0.0696566939353943,0.02240961939096451,0.0263197660446167,0.040146666765213015,0.07079196572303773
exp_5,1.0666666666666667,0.2794339907757732,0.02597668982774561,0.09082064467219168,0.028866340971420427,0.039634309914384186,0.03426183187317452,0.05987417351685674
exp_5,2.1333333333333333,0.35448709494452213,0.033103547723725354,0.13482227700731708,0.03948728563585628,0.04613087868200222,0.04357619648964121,0.057366909405979924
exp_5,3.2,0.3839140556768411,0.04154879460257284,0.15848439381886664,0.052818346098262525,0.0545820696952842,0.04229437727969266,0.03418607418216224
exp_5,4.266666666666667,0.4411856124342904,0.031764030008647984,0.21214553114818346,0.06113620406788457,0.060389123364134926,0.041460235710901204,0.034290488134538256
exp_5,5.333333333333333,0.5170011774794003,0.03995416545473706,0.2454555033174302,0.08132328669683406,0.07691605197225608,0.035529017700047,0.03782315233809588
exp_5,6.4,0.5600701372469487,0.03953564762180421,0.2623178128887612,0.11277004740855977,0.09160699261896503,0.038671725331480576,0.015167911377377826
exp_5,7.466666666666667,0.6228676078304063,0.045660155447140034,0.2942668199449776,0.1415998364955644,0.09123410237046112,0.031937134039607684,0.018169559532655474
exp_5,8.533333333333333,0.6661121868188608,0.03966381019835184,0.3139228365474524,0.15872237596597863,0.10255420719461768,0.03793424019742392,0.013314716715036118
exp_5,9.6,0.6802604840905891,0.03165548816526397,0.3237273773250603,0.1866302759105363,0.10427374029545346,0.024069713272880468,0.00990388912139478
exp_5,10.666666666666666,0.7538908748734849,0.028574431294548577,0.3518433654152946,0.21987007683441284,0.11802907786454271,0.021664312754253057,0.013909610710433052
exp_5,11.733333333333333,0.7594266812252108,0.015159157867093997,0.3520375265172535,0.2464107806371881,0.1161878183593811,0.0230333387808943,0.006598059063399853
exp_5,12.8,0.8121422204142908,0.026187033470079127,0.3672101334910227,0.26224497678302744,0.12805807394581753,0.020240227922375557,0.008201774801968533
exp_5,13.866666666666667,0.7794098222073301,0.018765176648199697,0.3685201259868844,0.26877892565155775,0.12719214778559074,0.00047093614787543404,-0.004317490012777807
exp_5,14.933333333333334,0.8126669679962596,0.011347995630535873,0.3759383500300968,0.2685482612170723,0.13196471397339904,0.013423273851580606,0.011444373293574919
exp_5,16.0,0.8313215641341681,0.019276975823716805,0.38675631527912674,0.2998530026137556,0.12452937143916208,0.0010312207378531573,-0.00012532175944614623
exp_6,0.0,0.3494632029905915,0.06260138154029847,0.00015407148748636246,0.059378153085708624,0.0989582657814026,0.07949923276901245,0.048872098326683044
exp_6,1.0666666666666667,0.3842274229119282,0.07129274971673796,-0.001053836842495714,0.06571420545243593,0.1203170784272882,0.08362175718301353,0.044335468974948326
exp_6,2.1333333333333333,0.43820360645944273,0.09025058973218478,-0.0003680776897943849,0.08776067506788103,0.13578786121557576,0.08027792716811386,0.0444946309654816
exp_6,3.2,0.46475286705042396,0.10807312422862363,0.007191953756436168,0.09332848525628798,0.14943859755463407,0.07277144218048182,0.0339492640739603
exp_6,4.266666666666667,0.5122933300318817,0.11607402259886844,7.62347722453111e-05,0.12305812108417562,0.16493909467603907,0.07478825190785264,0.03335760499270062
exp_6,5.333333333333333,0.531344036922067,0.1256265853040879,0.003832749494457128,0.13039291212426496,0.18101148484594257,0.06800526760123114,0.022475037552083205
exp_6,6.4,0.5615878997557339,0.13115680983042435,-0.0001526477280972395,0.14186228232543244,0.19274733880008985,0.07960126275130426,0.016372853776580185
exp_6,7.466666666666667,0.5992156234503284,0.1450022964140385,0.005247078835385766,0.1607896555032244,0.1928617507173912,0.07652468113540019,0.01879016084488824
exp_6,8.533333333333333,0.6423398942494378,0.15217535636714383,0.012302255045809049,0.17947723668492932,0.2081798595015754,0.07187045016343994,0.018334736486540305
exp_6,9.6,0.6319907375177083,0.14610945242113657,-0.002322294715748803,0.18073712087650484,0.21984628957946564,0.06768221616762848,0.019937953188721647
exp_6,10.666666666666666,0.6314780529123983,0.14072785988337433,-0.0007434996471749403,0.19239948974822554,0.223057107462885,0.06641143728765829,0.009625658177430154
exp_6,11.733333333333333,0.6612315605182789,0.15589100171658182,0.0016411875511375459,0.20709905928930633,0.21914736776231578,0.06963851295317657,0.00781443124576082
exp_6,12.8,0.6747124590307848,0.16264056077979108,0.01687015275031368,0.20771976070562995,0.22663630464904005,0.054251891250047146,0.0065937888959629746
exp_6,13.866666666666667,0.7028235245545134,0.16562458624735377,0.028412972788607327,0.20923662634134813,0.2299723828292024,0.06024661746172833,0.009330338886273475
exp_6,14.933333333333334,0.7133704247814343,0.156139706183815,0.0301422564914974,0.2259890009102975,0.22946732304368006,0.06259566621017094,0.009036471941973318
exp_6,16.0,0.7048700538185089,0.1514330322441561,0.043444148320257656,0.2337335118031372,0.22927456817622907,0.04970155208578969,-0.00271675881106086
exp_7,0.0,0.3109720185399056,0.0859690010547638,0.0888652265071869,0.035333615541458134,0.022771744430065157,0.06238229274749756,0.01565013825893402
exp_7,1.0666666666666667,0.36418123369349226,0.09543984469353525,0.12165207616145092,0.042468575425230824,0.034216139856393685,0.06538766843245125,0.005016929124430377
exp_7,2.1333333333333333,0.456936334649683,0.09415912475026675,0.16362547958803042,0.07384847814676906,0.04057580550821185,0.06575192758050251,0.01897551907590231
exp_7,3.2,0.47485765417125436,0.0890857724165328,0.19573816930197946,0.07673408925212886,0.04403096265569871,0.06694415998180836,0.0023245005631061305
exp_7,4.266666666666667,0.5515133068046533,0.08823586754049262,0.22614197900385222,0.10457847542208848,0.060179858175719046,0.06418949546091043,0.008187631201590476
exp_7,5.333333333333333,0.6144950314831151,0.08481118497963414,0.2566882709080498,0.13255490201769876,0.073178875344737,0.054295552541394454,0.012966245691600955
exp_7,6.4,0.650205623464139,0.06956440536232258,0.2836975212594291,0.16259865556138942,0.08110123047102696,0.04438405788246217,0.008859752927508815
exp_7,7.466666666666667,0.6967685201277104,0.05521293372629822,0.3101873681754881,0.1894364876874837,0.0971470942984561,0.04336812254299265,0.0014165136969916399
exp_7,8.533333333333333,0.7286468636425772,0.04889276874380872,0.32457902246367243,0.2125737697859882,0.09719077346486978,0.033662613707607474,0.011747915476630597
exp_7,9.6,0.7404543839215985,0.03964301585468964,0.34361208152222816,0.22918270971377663,0.1103120942554462,0.020983485792660066,-0.0032790032172022093
exp_7,10.666666666666666,0.7913243288080263,0.04185420100512148,0.3462607818947586,0.2583549254552073,0.11699224215343365,0.031605496105814576,-0.003743317806309158
exp_7,11.733333333333333,0.8004713700369832,0.028004065838878347,0.374904583064341,0.27177617373660157,0.1138884511369572,0.01617793603742018,-0.004279839777214968
exp_7,12.8,0.8201935563442402,0.024224013577843432,0.3783864412151332,0.28657891758287707,0.11533683052465776,0.017284529785125343,-0.0016171763413966853
exp_7,13.866666666666667,0.8212577603169144,0.026355697481364793,0.3775722691787956,0.2912646400249119,0.12324977536091249,0.00231559666936435,0.0004997816015652925
exp_7,14.933333333333334,0.8269497189409742,0.012729550948619174,0.3862019747042038,0.2909961008374482,0.12319156558493863,0.010762537411354252,0.003067989454410219
exp_7,16.0,0.8520134333327125,0.01541953921878427,0.3937727647127688,0.30604245809770003,0.13643494564775857,0.00763284591896831,-0.00728912026326749
exp_8,0.0,0.31411545127630236,0.025018879771232606,0.03175122737884522,0.09810858964920044,0.05175486207008362,0.01989862471818924,0.08758326768875123
exp_8,1.0666666666666667,0.3630754520131286,0.03699893643914244,0.04549795330788133,0.11060918317922316,0.07067197896414315,0.013858817751605048,0.08543858237113348
exp_8,2.1333333333333333,0.41804490258836013,0.041441395910523225,0.07112022665827027,0.12814603247919132,0.08776357267352984,0.024035929346963615,0.06553774551988184
exp_8,3.2,0.4642150850131824,0.03917728697735109,0.09902693285214219,0.139989731750053,0.10798423331255654,0.02538588502370339,0.052651015097376214
exp_8,4.266666666666667,0.5119278778667564,0.03965051037656668,0.1310271494958491,0.15397099806705633,0.11806919104249475,0.016851440863044374,0.052358588021745193
exp_8,5.333333333333333,0.5897173890348458,0.05576167580152362,0.1652972467413818,0.17546369716247887,0.13636739859324357,0.023969455822320167,0.03285791491389785
exp_8,6.4,0.6592938740694728,0.059150162638988715,0.2097177925939676,0.18851365966445766,0.14485856697022098,0.030405076450076694,0.02664861575176109
exp_8,7.466666666666667,0.6921730746140311,0.0531921913893296,0.2535183178384175,0.20290961355703055,0.14416009205049085,0.017278937723524786,0.02111392205523789
exp_8,8.533333333333333,0.7282074397505875,0.04571349393160137,0.2767898347122476,0.22266804303772117,0.14676334336144634,0.019440285438894908,0.016832439268676225
exp_8,9.6,0.7774436255940653,0.04712473371682907,0.3035905173396287,0.24734378288178505,0.14501976405675682,0.01360303696793558,0.020761790631130185
exp_8,10.666666666666666,0.8164524070374177,0.04027405771358392,0.32653022443685564,0.25916112381062345,0.15246560427304268,0.01205741137087885,0.02596398543243303
exp_8,11.733333333333333,0.7969687315852748,0.03185039126429849,0.33915657774356883,0.2576156450893629,0.15467651790936976,0.008341521005043647,0.005328078573631235
exp_8,12.8,0.8155955382506038,0.026935241652259766,0.35144458385619876,0.27775449893083204,0.14737387130062868,0.008980367567118508,0.003106974943566
exp_8,13.866666666666667,0.8474353927371195,0.02485053733708149,0.3685629614218694,0.2907346150190786,0.15036971441612243,0.003984689147349712,0.008932875395617927
exp_8,14.933333333333334,0.8391766938819885,0.027882224803028384,0.3667373523629173,0.2993088969253935,0.14085034512439384,-0.002914931444203613,0.0073128061104590514
exp_8,16.0,0.8324306190812281,0.01858819791251973,0.38014404577632527,0.2917827805363091,0.13639977442153803,0.011325898151703082,-0.005810077717167143
exp_9,0.0,0.371403643488884,0.036450412869453434,0.06187799572944641,0.030341470241546632,0.0888838529586792,0.07143297791481018,0.08241693377494813
exp_9,1.0666666666666667,0.36171421944737875,0.03508269673457905,0.0741250151444518,0.02490553128949358,0.09652402701634347,0.05957491926554759,0.07150202999696326
exp_9,2.1333333333333333,0.4398346491593949,0.03763878404030087,0.10437288991462879,0.061587273607610675,0.11487432092999028,0.06830767910094135,0.053053701565923
exp_9,3.2,0.49071866453429047,0.05234973754141912,0.1393968824574313,0.05609261244594657,0.12326110530110476,0.07036702487121957,0.04925130191716922
exp_9,4.266666666666667,0.5191139397102226,0.05561033171000357,0.1599117983945337,0.07506138629068883,0.13525162236033564,0.05643070101845014,0.036848099936210625
exp_9,5.333333333333333,0.5731731513459307,0.05414806018798743,0.20089555326508615,0.0980010679354861,0.13583787074139117,0.04749975952627518,0.03679083968970466
exp_9,6.4,0.6235184868929293,0.05137588976299293,0.2374261357965968,0.12873032298661194,0.13443819301678223,0.05298171784506534,0.018566227484880096
exp_9,7.466666666666667,0.6531109382031767,0.05132364055746744,0.257954578987303,0.1552096936689085,0.1307712348605078,0.037850581801687516,0.020001208327302407
exp_9,8.533333333333333,0.716003183219424,0.04365228478512459,0.2883901444632093,0.18561743318970142,0.13938937536616153,0.035539205452587104,0.023414739962640096
exp_9,9.6,0.7535192342777203,0.05038889899454437,0.3048552688301403,0.20183299990688813,0.1505445022603316,0.036452192492120346,0.00944537179369551
exp_9,10.666666666666666,0.7518057689464125,0.03812828456612538,0.31994623692354246,0.22543270363624082,0.14004468113812113,0.03006891170330105,-0.0018150490209184154
exp_9,11.733333333333333,0.7842659766304251,0.03451255645445164,0.3364603183592585,0.2506440570842362,0.1361727204796341,0.01598088121563276,0.010495443037211828
exp_9,12.8,0.8017260724507959,0.025426626123376386,0.35321923511125936,0.2624960894832542,0.14689662310093504,0.016015954463472985,-0.002328455831502139
exp_9,13.866666666666667,0.832311435584907,0.03168862375453065,0.35808352069500826,0.2833399966867024,0.14526584491411995,0.013774583457026604,0.00015886607751907462
exp_9,14.933333333333334,0.8249119099901518,0.02382274624107403,0.3671165305220419,0.27994499317363136,0.14424655686149118,0.01025290037962851,-0.00047181718771515595
exp_9,16.0,0.8428535704660025,0.017751190972300646,0.3736429198732432,0.2868460312602689,0.1399154686540511,0.023846398572476495,0.0008515611336620075
exp_10,0.0,0.24328316301107408,0.07550182342529298,0.0173318013548851,0.09255500435829163,0.036620032787323,0.01078535094857216,0.010489150136709214
exp_10,1.0666666666666667,0.28085854229330237,0.08686294429643807,0.01884965858025603,0.10701510836233832,0.04698032062584807,0.010797335707649585,0.010353174720772317
exp_10,2.1333333333333333,0.3364723929595713,0.09224404765818806,0.04240708350757013,0.12377421582380382,0.06611674681086438,0.012573075164494924,-0.00064277600534993
exp_10,3.2,0.44264589579464336,0.11766483398252525,0.06345687745561736,0.13807414435539542,0.09479831839820925,0.021814898100189606,0.00683682350270649
exp_10,4.266666666666667,0.5074612946812495,0.11636795494647745,0.09592548593270873,0.15508064040258923,0.1136798849497178,0.01319767218840809,0.013209656261348079
exp_10,5.333333333333333,0.5747656090236001,0.11568773230246006,0.11813439718274513,0.1803420880153266,0.14513099457231005,0.015463300139266108,7.09681149210252e-06
exp_10,6.4,0.6276709408292404,0.10369107058904106,0.148009957363595,0.19318056151456872,0.15178492200581686,0.026935910660792574,0.004068518695426138
exp_10,7.466666666666667,0.7053073573486157,0.09468947278826494,0.20162091091912562,0.21431938505094617,0.17016514860274676,0.02019347560118065,0.0043189643863515296
exp_10,8.533333333333333,0.7505447687510812,0.09746758066531688,0.23187109891437283,0.2261874766966989,0.17347649274288465,0.020523138482111496,0.0010189812496964733
exp_10,9.6,0.7939076161213052,0.08695852558501163,0.2652811847443812,0.2571054685015949,0.17140929985360095,0.012262990376407564,0.0008901470603089969
exp_10,10.666666666666666,0.7928671507227503,0.07298027239874742,0.2794814063852876,0.2588325399082484,0.17264040101484074,0.011898040580337988,-0.0029655095647118305
exp_10,11.733333333333333,0.8195290884624815,0.06005435845958589,0.3115632116256544,0.26969364492504705,0.16553141447934244,0.007498271418577059,0.005188187554274588
exp_10,12.8,0.8534576793312079,0.05933921508550476,0.33601517235292255,0.2849094935639097,0.16089266533802593,0.013386988455727264,-0.0010858554648824031
exp_10,13.866666666666667,0.853271942330744,0.046366793135403137,0.35207682176478283,0.29011946336175626,0.16184754409286736,9.72686565217009e-05,0.0027640513194126266
exp_10,14.933333333333334,0.838562418802322,0.034454433202214044,0.3612600546800517,0.2938862740416807,0.14574050482884263,0.00413892008375524,-0.0009177680342222347
exp_10,16.0,0.8448722756822112,0.03591334527117221,0.3679541805986347,0.2967551683275634,0.15861955228732108,-0.010949865723730433,-0.0034201050787497056
exp_11,0.0,0.29572169184684755,0.07387397289276124,0.08096446990966798,0.018174678087234497,0.06040300726890564,0.031118866801261903,0.031186696887016297
exp_11,1.0666666666666667,0.3527747804925832,0.0767351906330834,0.10351253419734158,0.029344239810191425,0.08042175908770766,0.02963138203389099,0.03312967473036813
exp_11,2.1333333333333333,0.4096701007869869,0.08812113320561295,0.13991373263793522,0.0299938310306118,0.08815362525564484,0.03721079737691322,0.026276981280268858
exp_11,3.2,0.46271208800762115,0.09064742205291546,0.16492581729262293,0.04735049087963345,0.10906298429998898,0.0316438494264978,0.019081524055962584
exp_11,4.266666666666667,0.5019104893982673,0.07878461090644971,0.20072921038689642,0.061189748800134273,0.11637092423483295,0.035763757382949186,0.009072237687004818
exp_11,5.333333333333333,0.581243387218315,0.0824177840991489,0.2331371408700034,0.08738661784579306,0.13385085554819923,0.04067426812087614,0.0037767207342943154
exp_11,6.4,0.6177921662755687,0.07808125307638832,0.2550736321343102,0.11117805733223096,0.13505144524917193,0.029866416377641335,0.008541362105825873
exp_11,7.466666666666667,0.6827811308238472,0.0788694717824245,0.2858974247513576,0.14044100294481196,0.13721290972356673,0.03080962528740315,0.009550696334283286
exp_11,8.533333333333333,0.6802193006831447,0.061949757388776616,0.29208847936712656,0.16742324357622573,0.140453882188281,0.014350639164209368,0.003953298998525393
exp_11,9.6,0.7295859555998284,0.05439171348762628,0.3222702633887585,0.19669207012298862,0.13165706048853074,0.018041891008558453,0.006532957103365733
exp_11,10.666666666666666,0.7687814525609747,0.054895217949486305,0.3269109282730792,0.2317602927148955,0.1365981130173225,0.013423025836110753,0.005193874770080322
exp_11,11.733333333333333,0.7806404134418599,0.0465463259148262,0.3385799080898338,0.2530315027061333,0.13307603914682295,0.01344309946269379,-0.004036461878450335
exp_11,12.8,0.8067630277414231,0.032989174963041476,0.3474291634591997,0.2696948659621266,0.14504647855450545,0.008604464974981966,0.002998879827567691
exp_11,13.866666666666667,0.830953954010642,0.03310571106035884,0.36164486503622517,0.2896505545691718,0.137640940193699,0.010061153331088632,-0.001149270179901453
exp_11,14.933333333333334,0.833412086576488,0.025395526503174705,0.37004936504694197,0.2857487036880336,0.13693504093129022,0.008852326717588298,0.00643112368945926
exp_11,16.0,0.8530906160043925,0.028057883290491813,0.3757685773429977,0.2893556145635682,0.14141949334749632,0.01218098854626021,0.006308058913578238
exp_12,0.0,0.2741216167807579,0.012901215255260468,0.049002188444137576,0.056193125247955326,0.014288467168807984,0.08863539099693299,0.05310122966766358
exp_12,1.0666666666666667,0.3080365020531055,0.017560860578298754,0.06939414345476237,0.06588362628220586,0.02309215783800663,0.09249361110976359,0.039612102790068306
exp_12,2.1333333333333333,0.3457136491297568,0.021916717614508963,0.10382636316771056,0.07504128148648893,0.02155256298978722,0.0837342162490145,0.03964250762224663
exp_12,3.2,0.3938478758186721,0.014050138287030344,0.13721530207439886,0.09038862155533521,0.032335407853623,0.08142040170142696,0.03843800434685776
exp_12,4.266666666666667,0.4619190549616826,0.017860735641894943,0.17653440551757765,0.1137047495500788,0.04509339123968523,0.08816737352471746,0.020558399487728536
exp_12,5.333333333333333,0.5149542442813457,0.025345674547340092,0.21253919523548842,0.12215075137510625,0.054056095205151665,0.07784861400139687,0.023013913916862482
exp_12,6.4,0.584066102999464,0.02462794150298759,0.2539668386740205,0.15608910615071875,0.06335833871701792,0.06486742889238806,0.021156449062331217
exp_12,7.466666666666667,0.6423914902146601,0.02884428360282295,0.2867271691914711,0.18184241661601266,0.06379314749815498,0.06285491386756957,0.01832955943862885
exp_12,8.533333333333333,0.6601443848807871,0.018884032617045805,0.3040712239633041,0.2004928758124163,0.07047083549416755,0.04823723071761636,0.017988186276237036
