Treatments,Time,s1,s2,s3,s4,s5,s6
exp_1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
exp_1,5.333333333333333,0.0701434553508261,0.2512411096265091,0.21945755770010872,0.14846353630637868,0.04857680532781723,0.02252806744731582
exp_1,10.666666666666666,0.03389496767266395,0.35224987659659546,0.27426970490670316,0.1560347564406507,0.024667732303371756,0.0010887254673743736
exp_1,16.0,0.016435736443996582,0.3846579506342078,0.30037456348448227,0.14168049967902038,0.011582803326488368,0.009051400997244092
exp_2,0.0,0.1,0.1,0.1,0.1,0.1,0.0
exp_2,5.333333333333333,0.08040274617180626,0.2613808556891295,0.21094765279061634,0.14825178560739233,0.055137796607382765,-0.0015956033493161738
exp_2,10.666666666666666,0.04318846798324299,0.34827870486124246,0.2968816516999438,0.14154363780135137,0.01946148933074456,0.006145406512605443
exp_2,16.0,0.016380583665307397,0.3779886951044672,0.3074363267011883,0.13925675788577868,0.006804852997892307,0.0014529942498912604
exp_3,0.0,0.1,0.1,0.1,0.1,0.0,0.1
exp_3,5.333333333333333,0.07778492488618559,0.26531359872184157,0.21867998129229382,0.15970492422219779,-0.0013612389064793383,0.021366354945041754
exp_3,10.666666666666666,0.04196268022933031,0.353637840253289,0.2894122089114229,0.15511056331335013,0.0018676758973791435,-0.003976647637959229
exp_3,16.0,0.01761184266910612,0.38061792876987943,0.30230632734076274,0.14121733908019168,-0.0012046908972567923,-0.003131866563061055
exp_4,0.0,0.1,0.1,0.1,0.1,0.0,0.0
exp_4,5.333333333333333,0.08193492625397437,0.27671973844300185,0.23145808745915006,0.15759935870984657,0.0013360882980690666,-0.007449823740073513
exp_4,10.666666666666666,0.0352126473562335,0.35279606118771867,0.29571069763151697,0.15320510792008055,-0.0015958573644088705,-0.001422223965446964
exp_4,16.0,0.011666036460870687,0.386437005141645,0.3060665050528253,0.1398328288558322,0.0024527891449097313,0.004902540430620863
exp_5,0.0,0.1,0.1,0.1,0.0,0.1,0.1
exp_5,5.333333333333333,0.05956536078332644,0.2928078744610955,0.20002366848387865,0.0035187858925579143,0.060605658013823116,0.013637884245944431
exp_5,10.666666666666666,0.020392429024508343,0.40337533700853323,0.2865842485992752,0.002381050459416559,0.020478940373157627,0.002376101004319421
exp_5,16.0,0.016010902448206996,0.43564693122335124,0.3042769220846178,0.001259493999619206,0.00850538418823208,0.009200285524058174
exp_6,0.0,0.1,0.1,0.1,0.0,0.1,0.0
exp_6,5.333333333333333,0.06359019035084541,0.3048101279739255,0.20890658311891505,0.0026986794208602293,0.06086585691194048,0.0015691077052351126
exp_6,10.666666666666666,0.020265727214112572,0.3965366799252483,0.2820293544377474,-0.004794497260301288,0.02501204270900182,0.0027088717616746793
exp_6,16.0,0.0038237848325830296,0.43345502930276253,0.29744362627921656,0.005057366873660031,0.019599744165522733,0.004448473396303518
exp_7,0.0,0.1,0.1,0.1,0.0,0.0,0.1
exp_7,5.333333333333333,0.07181815765482905,0.31398113998725313,0.22262370205910753,0.008006709198372383,0.00022509516099081283,0.017144310346343065
exp_7,10.666666666666666,0.018723759205811163,0.4199566613281485,0.2804589350670341,0.00890061328883477,0.0038580674524515634,0.004690485997940034
exp_7,16.0,0.015758467481761247,0.4437530470349186,0.3026406367068642,-0.002685771164163153,0.0024335649379950463,0.0052913257073949034
exp_8,0.0,0.1,0.1,0.1,0.0,0.0,0.0
exp_8,5.333333333333333,0.06851307289919831,0.32608681084771435,0.21365247173375532,-0.006702570057712284,-0.003831957423472702,-0.0015437340596926527
exp_8,10.666666666666666,0.022109029056807977,0.41311688704195926,0.2984164936923571,0.010257474806023958,0.006212658003985901,0.005311979777056427
exp_8,16.0,0.007429392606519077,0.44161073494387404,0.31448464625154154,-0.00959739919433276,0.004194659926633658,-0.0007695349100503626
exp_9,0.0,0.1,0.1,0.0,0.1,0.1,0.1
exp_9,5.333333333333333,0.09037681547669865,0.2098913423660899,-0.004154538752799991,0.13231479860905565,0.06375183070613748,0.02510811273858613
exp_9,10.666666666666666,0.07197914188500674,0.28010929369954857,-0.0060936401392463905,0.1445609506129165,0.03610583958837336,0.014791423412810983
exp_9,16.0,0.04951717363847661,0.30693911083633824,0.002268372502591202,0.13695149705640888,0.023016237614207145,0.0031431721858769315
exp_10,0.0,0.1,0.1,0.0,0.1,0.1,0.0
exp_10,5.333333333333333,0.09371345104438752,0.23112366219524663,-0.007642824524946839,0.1364484774598172,0.06777592058584889,0.006085273664602351
exp_10,10.666666666666666,0.06447094677540235,0.2810239913588205,0.002851745454999949,0.1338043088276528,0.048653598081240805,-0.0006774161508759086
exp_10,16.0,0.04899955898270954,0.3115370329269544,0.0056551520292426275,0.12578787747649486,0.021512845991676396,-0.0039313810876770655
exp_11,0.0,0.1,0.1,0.0,0.1,0.0,0.1
exp_11,5.333333333333333,0.10081728461870017,0.23080712932895525,0.008123825747756951,0.14080448883961932,3.491821753282168e-05,0.024302839252090674
exp_11,10.666666666666666,0.08283959192670554,0.2885450433671423,-0.0007794648208741508,0.15294335597874473,-0.0038519586374052414,0.014082934032552664
exp_11,16.0,0.06521847293147708,0.3108763826076346,-0.008276583186111049,0.14179822343146814,-0.008644121908719955,-0.00047023084637321704
exp_12,0.0,0.1,0.1,0.0,0.1,0.0,0.0
exp_12,5.333333333333333,0.10844405225329125,0.23395753506785516,-0.006041698149478607,0.1539592311513917,0.0025062302198004456,0.004157598182745351
exp_12,10.666666666666666,0.08280003059953037,0.2987870863856669,0.007544426184595583,0.14296992956429305,-0.0014276407097613536,0.0032748928190288675
exp_12,16.0,0.06694865246902112,0.3126170119866376,0.003354297214303339,0.1429630830728992,-0.0023858203810754957,0.0021570684384081378
exp_13,0.0,0.1,0.1,0.0,0.0,0.1,0.1
exp_13,5.333333333333333,0.06898856715256275,0.25784360188290406,0.0034442078298405256,0.0029775871710311127,0.08211326603570263,0.025816093352697054
exp_13,10.666666666666666,0.05149828592470793,0.3308835213782226,-0.005706896476460303,-0.0012922232931062445,0.04947523271451982,0.0003433645417759623
exp_13,16.0,0.03564791298428507,0.34801420497846314,0.009427154321477808,-0.0013243065225352652,0.032815299291162794,-0.00043301191201723806
exp_14,0.0,0.1,0.1,0.0,0.0,0.1,0.0
exp_14,5.333333333333333,0.08516779080040135,0.26878953479092826,0.009926766332337952,-0.005890100092029246,0.08069358142796991,0.00240568373825849
exp_14,10.666666666666666,0.04864483534985406,0.3313937558790939,-0.0007481794127265819,-0.002628488969854338,0.05153901909598532,-0.0026367613897945452
exp_14,16.0,0.028738388488669244,0.3605606434459646,-0.008451059696757976,-0.003216231414544097,0.038694751178556454,-0.0032548113817883486
exp_15,0.0,0.1,0.1,0.0,0.0,0.0,0.1
exp_15,5.333333333333333,0.08268855967938374,0.2764514315397931,0.0016853423591655025,0.0012872332625879185,0.0007583537904890048,0.026952233183223356
exp_15,10.666666666666666,0.05491509127208108,0.34713955238760513,0.0015477041583681263,0.000612056655776972,0.007471484285751295,0.0006816214548954836
exp_15,16.0,0.029558873535611055,0.3597559389933466,0.004979580870498219,0.0032693977671323406,-0.006196385488618673,-0.001040262148173507
exp_16,0.0,0.1,0.1,0.0,0.0,0.0,0.0
exp_16,5.333333333333333,0.09697706748037989,0.2947732558283249,-0.002618345776374054,-0.0028231660804733955,0.006009431464302571,0.0004883846565412855
exp_16,10.666666666666666,0.051659995269117034,0.354908369982387,0.0002670932311482996,-0.006057274482374538,-0.00615377088644297,-0.003651830487720991
exp_16,16.0,0.030208931780557405,0.36515677604757246,0.0007680315274220702,0.001707857344472775,0.007616080290754156,0.0003679651260700862
exp_17,0.0,0.1,0.0,0.1,0.1,0.1,0.1
exp_17,5.333333333333333,0.1281974054412839,-0.0009038761943035647,0.16646223331321744,0.17833795036987285,0.08256135080662752,0.036975339437252945
exp_17,10.666666666666666,0.15591826702141043,9.578115349060638e-05,0.21508945591776835,0.21543699436317543,0.06564661697419485,0.009008478187589222
exp_17,16.0,0.16646968122552208,-0.007189343665150567,0.2228651649791315,0.22946411137128483,0.05444672261252212,0.009758177436761255
exp_18,0.0,0.1,0.0,0.1,0.1,0.1,0.0
exp_18,5.333333333333333,0.14622077502681693,0.004226591673216598,0.16799351506143667,0.19564058603903212,0.0975533263412178,-0.0008926777248023999
exp_18,10.666666666666666,0.1676896533468832,-0.003339908989075015,0.19879835675087557,0.22756713680380336,0.07081181252212315,0.00524680442813234
exp_18,16.0,0.1696460425798956,-0.0018675006630225776,0.219617862520284,0.24552123681151466,0.06379379270223395,0.0022011681838163292
exp_19,0.0,0.1,0.0,0.1,0.1,0.0,0.1
exp_19,5.333333333333333,0.156935396273392,-0.0021574834610845325,0.17264706381742906,0.2024516876087534,-0.002899169394853948,0.03221950395909927
exp_19,10.666666666666666,0.18174245698035218,0.0018280083449261184,0.22233550764749677,0.2512922859011247,0.0038828644283614966,0.012262014102797
exp_19,16.0,0.17791390072080393,-0.002495951578813598,0.23892684947922957,0.27380769445135467,0.0016576526857132287,0.007952952954620536
exp_20,0.0,0.1,0.0,0.1,0.1,0.0,0.0
exp_20,5.333333333333333,0.16575502560292701,-0.0065950397692016785,0.17546475151250715,0.22907017251181636,0.004395675157294262,-0.0008772507531464394
exp_20,10.666666666666666,0.18325588894847425,-0.0062711099441129375,0.22371616501210279,0.25326234996365876,-0.004593790964757478,0.001307621636263406
exp_20,16.0,0.188942331625967,0.0009417520637913606,0.23965627326478273,0.27078365403332194,0.0029834079832084686,0.0033979426524399017
exp_21,0.0,0.1,0.0,0.1,0.0,0.1,0.1
exp_21,5.333333333333333,0.12051049963405498,-0.0068198080851393054,0.14635851140816575,0.007872782830408789,0.11368038418653335,0.03744649149152899
exp_21,10.666666666666666,0.134949209613452,0.002273178805572186,0.1841613682121643,-0.008311804458919598,0.10644872720190166,0.00909982868260833
exp_21,16.0,0.13190172166527486,-0.002826250949500885,0.18873770633915832,0.00626227205696562,0.11676177191445394,0.005900947626050824
exp_22,0.0,0.1,0.0,0.1,0.0,0.1,0.0
exp_22,5.333333333333333,0.12293923592656222,0.008077954598255815,0.15199065701765105,0.004608564626265357,0.12208428418814012,-0.006078312762024006
exp_22,10.666666666666666,0.13132568020783061,0.001184595230897146,0.1801474391248248,0.0024042526880239425,0.111920749551505,0.003843799710509216
exp_22,16.0,0.12557417005261298,-0.0046992141912062715,0.18692827489550742,-0.007427851403076185,0.11194044504824813,0.0029614205293872807
exp_23,0.0,0.1,0.0,0.1,0.0,0.0,0.1
exp_23,5.333333333333333,0.14146345572251806,0.0010688519108579336,0.15768401088674722,0.005495211632354441,0.008577495841746625,0.031896318002927936
exp_23,10.666666666666666,0.15265949217181707,0.0033916024186244373,0.19712639810055302,-0.0023528458827817007,0.0037956367747056827,0.005837849283173911
exp_23,16.0,0.16372614348719594,-0.008705382981064358,0.2106192504727761,0.004205518965338872,-0.0028973656917400787,0.00433559986691159
exp_24,0.0,0.1,0.0,0.1,0.0,0.0,0.0
exp_24,5.333333333333333,0.1462940552718383,0.011544031777381152,0.1642488021943041,-0.005835519738162765,-0.002826777575566323,-0.0007076636563909862
exp_24,10.666666666666666,0.1645587933123461,0.0022518542387670653,0.20100110584492467,0.0022287088411607056,0.0003683180272718282,0.0005294059872516733
exp_24,16.0,0.1519045897621047,0.004583394412008351,0.203919539801633,0.0004466903082484176,0.003334071800188632,-0.00474967055602035
exp_25,0.0,0.1,0.0,0.0,0.1,0.1,0.1
exp_25,5.333333333333333,0.14956707917080084,-0.00695385415153152,-0.005508056783799627,0.17756858349205956,0.10364570647624399,0.05224447475694634
exp_25,10.666666666666666,0.18198941280007425,0.003638368939079456,-0.0010631705234614242,0.19956367839212827,0.0898448489877655,0.017537394117508685
exp_25,16.0,0.19413041099166414,0.009251848478550758,-8.375708718581107e-05,0.2090898641330734,0.08641337561739715,0.012810016467777945
exp_26,0.0,0.1,0.0,0.0,0.1,0.1,0.0
exp_26,5.333333333333333,0.16622730807274488,-0.008682014517377795,-0.0017425734933125007,0.1855129053358995,0.10402711446151403,-0.006423832440287567
exp_26,10.666666666666666,0.1886389309601773,0.009501747058080547,-0.0020068639387761144,0.202258900566188,0.09445805223209489,0.006212708818119953
exp_26,16.0,0.1960861124208962,0.0020067904719350553,0.0016050164751370585,0.20925064916061875,0.09108844298065158,0.0032460280146753
exp_27,0.0,0.1,0.0,0.0,0.1,0.0,0.1
exp_27,5.333333333333333,0.16966818820434945,-0.0009262344457392548,-0.0004195376149722607,0.19556077468047567,-0.00030405988926039256,0.0415847513648922
exp_27,10.666666666666666,0.21699981598318657,0.00029450337385915663,0.0021951017106244058,0.22894427396277353,-0.0030084497103517204,0.01841891742794995
exp_27,16.0,0.21982422196579648,0.001709635802848705,-0.005041478357553856,0.23467471111406094,-0.003440066086337454,0.003342807895454592
exp_28,0.0,0.1,0.0,0.0,0.1,0.0,0.0
exp_28,5.333333333333333,0.20391828578356455,0.006535274586697713,0.0011473929962359764,0.21263305666435597,0.0020903862989805565,-0.002482936052945143
exp_28,10.666666666666666,0.22956571384734054,-0.001763237434623465,-0.0006095208536395014,0.24701413886188262,-0.005349112949360417,-0.0018712777985456337
exp_28,16.0,0.22847032266449574,-0.0019831846551721347,0.004661396832432423,0.2497273186159628,0.010392557309024277,0.015266916027246176
exp_29,0.0,0.1,0.0,0.0,0.0,0.1,0.1
exp_29,5.333333333333333,0.1453779487028222,0.0006931663287001645,-0.005328510343621923,-0.00396217362394955,0.12332981638203411,0.04011242813972431
exp_29,10.666666666666666,0.15854107359285227,0.0008156184802519269,0.0008063761207826194,0.0038632674080617524,0.12727224178779453,0.014241964806931344
exp_29,16.0,0.16137081194513336,-0.0019317056141527978,-0.003780399285952811,-0.007790059330045624,0.14518920956012674,0.010947570643761981
exp_30,0.0,0.1,0.0,0.0,0.0,0.1,0.0
exp_30,5.333333333333333,0.1456525786112298,-0.0043942550073917995,0.006995721022699395,-0.01193897793575155,0.12829488894419105,-0.0073663083238224795
exp_30,10.666666666666666,0.15365261417629464,-0.0029738140810777742,0.005718952616477855,-0.005487665465523218,0.14043374973373196,-0.0014062124103659183
exp_30,16.0,0.15788643117604986,-0.0027550111314682472,0.003049298414908664,-0.0014933667121883527,0.14614546707518775,0.009380002439577446
exp_31,0.0,0.1,0.0,0.0,0.0,0.0,0.1
exp_31,5.333333333333333,0.1725852728142888,-0.004873947510246272,0.004083930957012732,-0.0026239567633091353,0.010434671212645566,0.05377483787025206
exp_31,10.666666666666666,0.18206380088094862,0.005492015796266742,-0.0019790046975366156,0.008360563495133224,0.0040118444225166056,0.029050316205735015
exp_31,16.0,0.1972824806752515,-4.403688122963827e-05,0.0033256631862780685,-0.006355220142915268,0.0020463430796998326,0.011644965862452915
mono_exp_32,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mono_exp_32,5.333333333333333,0.17329919188810125,-0.013510953386758553,0.001030975122128032,0.00542421954309641,0.0016447125383570443,4.055367990854917e-05
mono_exp_32,10.666666666666666,0.19956091627771774,0.0032106376534742492,-0.0036657202892602394,-0.0042624897159324465,0.00033102003034336846,0.007527655222377603
mono_exp_32,16.0,0.19970098002626516,-0.003986642506940069,0.008791860746145727,0.002357956260665007,-0.007914413821974333,0.005428528633176899
exp_33,0.0,0.0,0.1,0.1,0.1,0.1,0.1
exp_33,5.333333333333333,0.0008797989011553954,0.2686850655701181,0.17970795105743761,0.1232453002084932,0.05864810923128069,0.03504215475118322
exp_33,10.666666666666666,-0.0031166313050221346,0.3675959774974675,0.2649839715075553,0.11701718918867691,0.021578869666711978,0.005261567808464503
exp_33,16.0,0.005565507607560496,0.3931954714403103,0.2991145034557133,0.1353820912833414,0.010669182116196763,0.004773200266618574
exp_34,0.0,0.0,0.1,0.1,0.1,0.1,0.0
exp_34,5.333333333333333,-0.004124223863704218,0.2791791148272788,0.18554070379283955,0.1451450560572977,0.049674178459709166,-0.006366873586500443
exp_34,10.666666666666666,-0.009545708277477168,0.35905962985652307,0.2615229001074158,0.1302996178343663,0.017604285861934663,-0.0021271896693506806
exp_34,16.0,0.0019195729663838443,0.38723468457286214,0.29367820956089685,0.13658435803303293,0.003960042631586119,-0.0009010982342165329
exp_35,0.0,0.0,0.1,0.1,0.1,0.0,0.1
exp_35,5.333333333333333,-0.00327426340007426,0.28622689993890377,0.19552193240114624,0.1422970882666525,-0.005786602200303195,0.036983503478335775
exp_35,10.666666666666666,0.005462950181121881,0.36288178136002375,0.26832146727726525,0.13342309078973683,-0.006337650472723635,0.004869198074458967
exp_35,16.0,0.003194726088413185,0.3876741806831661,0.3065752518029223,0.13186413088853077,0.001499355259931093,-0.0005638675881218874
exp_36,0.0,0.0,0.1,0.1,0.1,0.0,0.0
exp_36,5.333333333333333,-0.0022932335667428735,0.28571354014097716,0.19677530648385952,0.1528922308138419,0.003097283538511351,0.0015338363189784086
exp_36,10.666666666666666,0.004982985898727949,0.37177451122372385,0.27658563835857974,0.13931713227617812,0.0022364709321659867,0.0034183248247192507
exp_36,16.0,0.0017393260390544184,0.39758093326896315,0.30536164438143654,0.1301803457300139,0.004478221741332219,-0.0032307022781136088
exp_37,0.0,0.0,0.1,0.1,0.0,0.1,0.1
exp_37,5.333333333333333,-0.002267430596495545,0.2948189168315101,0.18471357814579284,-0.006746321411356174,0.06826717329785606,0.032952455222398924
exp_37,10.666666666666666,0.002268822537118011,0.403726678162259,0.27576122253561874,-0.0049317999168119854,0.023542563934997374,0.0005618100061543455
exp_37,16.0,-0.0022837868298681073,0.4287581984865778,0.2972401664001017,-0.0011831856179364937,0.014685350172418177,0.008100627509297558
exp_38,0.0,0.0,0.1,0.1,0.0,0.1,0.0
exp_38,5.333333333333333,-0.0007313424942142144,0.32448538186006154,0.1904943202833269,0.001981919539677259,0.06715303402058742,0.008220839330168022
exp_38,10.666666666666666,-0.003988365685538636,0.4183645873225561,0.27402746595384586,0.00300128297683628,0.02909306800751647,0.0019605177605842216
exp_38,16.0,0.004335213527114811,0.4381036143102506,0.308326123638393,-0.003121895449009898,0.004648835324604833,-0.00789290643718655
exp_39,0.0,0.0,0.1,0.1,0.0,0.0,0.1
exp_39,5.333333333333333,-0.004392270167476246,0.32553142069585356,0.19172974855140537,-0.0031542983450448658,0.005034210460512188,0.021734916339295828
exp_39,10.666666666666666,-0.01184690111011346,0.42386957652516183,0.2847531918198755,0.003094123589273102,-0.0005930358433092474,0.006469787795895569
exp_39,16.0,0.0035110442448828727,0.4401316632615817,0.29954891163151365,0.004494539005717793,-0.008475473641207201,0.0021836130152476105
exp_40,0.0,0.0,0.1,0.1,0.0,0.0,0.0
exp_40,5.333333333333333,0.001425203556566321,0.3393645594892834,0.20005081141998188,0.0021286185337945815,-0.0044183946740535916,-0.00988417749746655
exp_40,10.666666666666666,-0.0024608513814458914,0.42738491601694584,0.2803713648636846,0.0033690845111222128,0.0050523602293746995,0.00430124047545576
exp_40,16.0,-0.0038013244502085033,0.4381285358559711,0.3105672345055143,0.006272649061389885,0.003188590553433066,0.005533762848834373
exp_41,0.0,0.0,0.1,0.0,0.1,0.1,0.1
exp_41,5.333333333333333,0.0026915612692340295,0.24179795370171342,0.01404274897675433,0.1144388994646516,0.06502226076447234,0.03509450763956048
exp_41,10.666666666666666,-0.00037939041496004865,0.30532259428020075,-0.009335311731873873,0.1243675661335032,0.03419505216636706,0.023667915450655583
exp_41,16.0,-0.012305237161165924,0.317450281287795,0.005984653931322021,0.1156299781722174,0.02444546405106994,0.009571300971888748
exp_42,0.0,0.0,0.1,0.0,0.1,0.1,0.0
exp_42,5.333333333333333,0.000607714040039852,0.2584093677324124,0.0033090816881156397,0.12797988940809707,0.05746372769065545,0.0069949769643679926
exp_42,10.666666666666666,0.0064939354595104845,0.2951658796578545,0.00214463138000517,0.12105867335055769,0.03243679859526077,0.008752837135926145
exp_42,16.0,-0.0030021572309727046,0.3282819370617842,-0.006256571690370417,0.11653051598813602,0.016931121820482845,0.005359223131915103
exp_43,0.0,0.0,0.1,0.0,0.1,0.0,0.1
exp_43,5.333333333333333,0.001911892796124923,0.2404377271132938,0.000759143331237504,0.1369809465935957,-0.004875578199970994,0.04739326055942451
exp_43,10.666666666666666,-0.0007465993702773647,0.3135761924443837,0.0012926710443513026,0.13604467132741596,-0.0033339178640222535,0.02594333915906097
exp_43,16.0,0.00215938521306512,0.3348273494434108,0.003941414029197723,0.12366168542396197,-0.001382463936528741,0.012333102517301995
exp_44,0.0,0.0,0.1,0.0,0.1,0.0,0.0
exp_44,5.333333333333333,0.004462660694298907,0.26872054962477077,-0.0018188655415324823,0.13506943408979324,0.00037930926576827456,0.004762421761313948
exp_44,10.666666666666666,-0.004022263449368389,0.31975210677252336,0.008080312758351041,0.12773241983365624,0.0013104748419003535,-0.003017868724098044
exp_44,16.0,-0.0024740959060651517,0.3299381740116473,0.003945693369748667,0.11958282649522459,0.0007302592123301593,0.00874299410739744
exp_45,0.0,0.0,0.1,0.0,0.0,0.1,0.1
exp_45,5.333333333333333,0.008430524991033953,0.26824185015306934,0.0009198838219685103,-0.016940580552493253,0.0585160887913694,0.04200474583929112
exp_45,10.666666666666666,-0.0029474250244393963,0.32918793493679455,0.002939059266974529,0.0026473339294549314,0.04605030612904326,0.01173601046548882
exp_45,16.0,-0.0038607590866837492,0.36861835658541436,0.0034138873291214423,-0.0011076754492746657,0.025723590296496394,-0.0015584726932883026
exp_46,0.0,0.0,0.1,0.0,0.0,0.1,0.0
exp_46,5.333333333333333,0.0020784669695701266,0.2858818681733764,0.00045467337299104094,-0.004475951268133961,0.07029179596410219,-0.0009358851973951021
exp_46,10.666666666666666,-0.00035964160921284397,0.35502202972446095,-0.003886037056200194,0.001563090627967391,0.058552917834335146,0.0031842703543181173
exp_46,16.0,-0.004253615237228034,0.36051875928022603,-0.003949168588904042,-0.0034095508979359807,0.03219179693074826,0.0036494103534905724
exp_47,0.0,0.0,0.1,0.0,0.0,0.0,0.1
exp_47,5.333333333333333,-0.004132897928302185,0.2967977180637234,-0.0007179353502536574,0.00907758575508334,0.010890161709727548,0.037893055231583914
exp_47,10.666666666666666,0.009069160735955074,0.35654441847085716,-8.867951236966817e-05,-0.0044704549107024765,0.004048100252372817,0.010865016500805968
exp_47,16.0,0.0009920834231851848,0.37177935329501266,-0.004011690328450731,-0.0029852108860392553,0.009973842234167338,0.001742312074105299
mono_exp_48,0.0,0.0,0.1,0.0,0.0,0.0,0.0
mono_exp_48,5.333333333333333,0.005380414208994306,0.30127252536429167,0.0005722633172377196,0.0013626697094193446,0.0023841673146826935,-0.0014784050413382869
mono_exp_48,10.666666666666666,0.002613466871032887,0.37390130759784884,-0.0032587115178180828,0.005292330915679349,-0.003131781653372006,-0.01216085741196893
