Treatments,Time,OD,s1,s2,s3,s4,s5
exp_2,6.933333333333334,-0.006328685638962345,0.03550238481049476,-0.009702386342249713,-0.043024021520222,0.01983138559662481,-0.008721457373017633
exp_2,7.466666666666667,-0.005030794727479002,0.028951009632549308,-0.00895045612648451,-0.034877262013747495,0.01641795015527584,-0.006425921518857313
exp_2,8.0,-0.0039954547771399755,0.023397277262131096,-0.007969902210203163,-0.02805321575998709,0.013439820457314422,-0.004725769735657503
mono_exp_3,0.0,-1.7836934011429548,0.8948211185634136,-0.5102018471807241,-0.6883803829550743,-0.6318109463900328,-0.8481213431805372
mono_exp_3,0.5333333333333333,-0.6844732348858936,0.6480403539620654,-0.4098088577870719,-0.5334391845328754,-0.16302457454517316,-0.23698498042716187
mono_exp_3,1.0666666666666667,-0.2293313247832309,0.45996788894783547,-0.31400924594740115,-0.3816362718599106,0.02362546838207144,-0.013690476413943387
mono_exp_3,1.6,-0.04661946453936974,0.3166999983558895,-0.23666958495461585,-0.26245387118193136,0.08248327979268333,0.0536119070110441
mono_exp_3,2.1333333333333333,0.009640386952636623,0.21144273429229243,-0.17655675297750442,-0.175457984473064,0.08732504691209067,0.06315002516388092
mono_exp_3,2.6666666666666665,0.020628989363269488,0.13691541181238143,-0.13029755963080591,-0.11390330346383995,0.07273781516469076,0.05460799493243737
mono_exp_3,3.2,0.016676160803091398,0.08573509062332137,-0.09495692066126474,-0.07114248276529277,0.05402210657689953,0.04275341252343749
mono_exp_3,3.7333333333333334,0.010731339945243012,0.05144722682054394,-0.06823131301627909,-0.04192914144042924,0.03717289092052495,0.032261922145168806
mono_exp_3,4.266666666666667,0.006377127086551385,0.028974501348615123,-0.04827764681222272,-0.02236984550852222,0.02396584721358068,0.024114139240733724
mono_exp_3,4.8,0.0037404599718100606,0.01456798347732039,-0.03358862388815958,-0.00961575544530893,0.014395609653042613,0.018073091286275676
mono_exp_3,5.333333333333333,0.002443037821868768,0.005577500500864598,-0.022933996605760985,-0.0016080538593688121,0.007790923100648483,0.013606954536493576
mono_exp_3,5.866666666666666,0.0017952907837336656,0.0001693827167988729,-0.015318157974878517,0.0031515050407333383,0.003462708784745032,0.01031318864503069
mono_exp_3,6.4,0.0014297346101403618,-0.0028895324817409668,-0.009956586128116921,0.00572288022668864,0.0007355656635049276,0.007841575704046186
mono_exp_3,6.933333333333334,0.001316018952250567,-0.004448083525628578,-0.0062412717909459845,0.006870676356742749,-0.0008709704035987067,0.005975773541141478
mono_exp_3,7.466666666666667,0.0011378415188058528,-0.005055930031931979,-0.0037121993130596713,0.00711707137071544,-0.0017389315404228226,0.004553360108703494
mono_exp_3,8.0,0.001002769989172094,-0.005092863753543895,-0.002025401692061582,0.006828651628698527,-0.0021271874459596147,0.00346403907118712
exp_4,0.0,1.4243184551596642,-0.6271920595318079,0.1829829327762127,0.26399232633411884,0.9521604124456644,0.6523748431354761
exp_4,0.5333333333333333,0.4237402583924879,-0.4468906157991598,0.1670802262647332,0.20767039833695872,0.3597682504236422,0.127480012843817
exp_4,1.0666666666666667,0.04241677151250453,-0.3018275385733707,0.13960236773525925,0.1421094788279904,0.10455654952800933,-0.04167911329842092
exp_4,1.6,-0.06251450546739999,-0.19275774662010073,0.11220657272976585,0.08990807353158406,0.005843791146750696,-0.07787316798162491
exp_4,2.1333333333333333,-0.07008402304768703,-0.11616594935830234,0.08742415112875727,0.05247536092957832,-0.02403769736218366,-0.07097381793084391
exp_4,2.6666666666666665,-0.051744485226989774,-0.06528732008144703,0.06604767198998138,0.026825283135567875,-0.026487378353739398,-0.05455988975389606
exp_4,3.2,-0.03516619985598159,-0.032996833197238146,0.04836730847468436,0.009829144752199502,-0.020051105040694028,-0.03945349693536572
exp_4,3.7333333333333334,-0.020100814862818162,-0.013334836214760365,0.03432032026217279,-0.0009760622294544274,-0.012347099124835066,-0.0280439428756266
exp_4,4.266666666666667,-0.012124521684024381,-0.001886124201179595,0.023566126637168668,-0.0074234039779920965,-0.005991051391040933,-0.020000252971581006
exp_4,4.8,-0.006943799991260439,0.00438314350021634,0.015603053836797385,-0.010862743169331536,-0.001516062121626474,-0.014440857780759812
exp_4,5.333333333333333,-0.004197075451837719,0.00747241616404285,0.009884835919517568,-0.012287403346623971,0.0012890688649036192,-0.010582581707402262
exp_4,5.866666666666666,-0.0027932260281803,0.00865889200187027,0.005895846832328152,-0.012417274116317515,0.002856500617443905,-0.00784920152008134
exp_4,6.4,-0.002088928334036516,0.008743714232628997,0.0031938718717152135,-0.011765179142186229,0.0035789872465323046,-0.005871378703829325
exp_4,6.933333333333334,-0.0016425810349443546,0.008229697568539258,0.0014230275541611177,-0.010687924007615257,0.0037625738210659556,-0.004410779305840123
exp_4,7.466666666666667,-0.001451652539749276,0.007410881564309649,0.00030704385630519635,-0.009421013600982773,0.0036304198679700805,-0.003320816991469598
exp_4,8.0,-0.0011697535764505012,0.006484323274047431,-0.0003569018937064464,-0.008120160340444197,0.00332396397420756,-0.0024971440872202173
exp_5,0.0,0.6499727200716734,-0.913775809109211,-0.8171599805355072,0.7626850660890341,0.6815689243376255,0.936654519289732
exp_5,0.5333333333333333,0.12425725750031019,-0.8509620201088116,-0.46285119330461316,0.8125170755581969,0.11196606455002728,0.5107931800340224
exp_5,1.0666666666666667,-0.017774431759982577,-0.7532108578116918,-0.23648792799879526,0.7820870169555022,-0.13556581776839063,0.32494090904958733
exp_5,1.6,-0.024639192416398926,-0.6486088350069616,-0.0956025577466912,0.7137590552137679,-0.22673067318399293,0.23263270765343902
exp_5,2.1333333333333333,0.00043787075817016086,-0.549811250713022,-0.011753690485270082,0.6292740118391175,-0.2445215516152695,0.177240274107629
exp_5,2.6666666666666665,0.022421485213553825,-0.4612003007564622,0.03496923700546533,0.541180337045212,-0.2301431944979913,0.13776664854906706
exp_5,3.2,0.03525788548682103,-0.3836578121159614,0.058230147756771815,0.45671193583641395,-0.20359358299843006,0.10685479015777591
exp_5,3.7333333333333334,0.037397820222374374,-0.3167108312432191,0.06713097285042932,0.3797043684484751,-0.17403195173553604,0.0821344578034119
exp_5,4.266666666666667,0.0355338858944042,-0.25954970667443594,0.06763285575636227,0.311894583514265,-0.14578231929737914,0.06233462597712272
exp_5,4.8,0.032609553763374856,-0.2111892560303555,0.06349895662602581,0.25362799674711645,-0.12037047568779648,0.04679675386594606
exp_5,5.333333333333333,0.027100532473468636,-0.17067057578235081,0.05710681625802015,0.20450708664898049,-0.09839188147563468,0.034756174948751925
exp_5,5.866666666666666,0.022675466696475542,-0.13702582061084922,0.049846375705972674,0.16366898727534107,-0.0796957883465986,0.025594226514845504
exp_5,6.4,0.017289497254026964,-0.10933954378532135,0.04262504578666641,0.13016378663873734,-0.06413740742195556,0.01868971899197234
exp_5,6.933333333333334,0.014466333226176189,-0.08674312512978927,0.03581882103825544,0.10288739698813516,-0.051245455617921806,0.013545513194054202
exp_5,7.466666666666667,0.01178362066057006,-0.06844390118914968,0.029714253537399454,0.08089975817431752,-0.0407129045104667,0.009744315501657668
exp_5,8.0,0.008741712376077052,-0.05373110096520273,0.024390742224324392,0.06330408632581373,-0.0321755372328551,0.00695782961050071
exp_6,0.0,-0.5801424048841,0.6735897976905107,0.49014352820813656,-0.18975675478577614,-0.9844642467796803,-0.5696547292172909
exp_6,0.5333333333333333,0.018195196610795106,0.5369102511392247,0.2670031684125465,-0.25931039834316083,-0.33906337738453884,-0.18735686319008332
exp_6,1.0666666666666667,0.15424295936961768,0.4165883073492082,0.1319490485986709,-0.27009641330805395,-0.057902993887043896,-0.06684689238246086
exp_6,1.6,0.13029232405991767,0.32074475973742156,0.05231231503327175,-0.2549625870613464,0.05288854243568353,-0.03565100729638279
exp_6,2.1333333333333333,0.08576097221474675,0.24809545066476954,0.00772484060230913,-0.22828395112806107,0.08730400574217466,-0.029804131605754743
exp_6,2.6666666666666665,0.041063585416415874,0.19380391914049097,-0.015324585979381192,-0.19749508752139083,0.08975638263003592,-0.0283148269568299
exp_6,3.2,0.014901481537317334,0.15290513549178358,-0.02566290123803352,-0.1667242220331352,0.08042857784846195,-0.025916547682001724
exp_6,3.7333333333333334,0.00018811741905992127,0.12151405073867463,-0.028847753556459594,-0.13819447645815713,0.06800208394927736,-0.022290349945903558
exp_6,4.266666666666667,-0.006449803940051356,0.09693316097050765,-0.028238082139626967,-0.11294234476513298,0.05589175795198602,-0.018190551435374847
exp_6,4.8,-0.008758598014309116,0.07737453322919909,-0.02580667604300431,-0.09128809436190188,0.045296811022196265,-0.01424823859691788
exp_6,5.333333333333333,-0.008744924641624843,0.06166094579875087,-0.022644726300975884,-0.07312317235356977,0.036377555984124586,-0.010841917670345777
exp_6,5.866666666666666,-0.007571971375489956,0.04897963614963924,-0.01936026436252443,-0.05814018027507064,0.029058601892754242,-0.008067786446153483
exp_6,6.4,-0.00605835561862826,0.03875665198916077,-0.016238481485340316,-0.04592689200768156,0.023081893540036903,-0.005902324598304791
exp_6,6.933333333333334,-0.004967281830002172,0.030522730110831044,-0.01344526176822712,-0.0360834092157715,0.018270231174731297,-0.004264823202629603
exp_6,7.466666666666667,-0.004071273780741754,0.023935315117535005,-0.011000392145883393,-0.028200224702043267,0.014389703154161418,-0.0030421457510812857
exp_6,8.0,-0.0029202094970036106,0.018681026719768276,-0.008923760618543535,-0.021939844972317483,0.011288722962681344,-0.002149617028089379
exp_7,0.0,0.5680543500930071,0.3912168871611357,-0.04607333987951279,0.17728509195148945,0.2631652560085058,-0.21753954514861107
exp_7,0.5333333333333333,0.03779484403791523,0.11509690456540661,-0.13679570757402168,0.019841958268700916,0.15809740506394765,-0.11823609428214216
exp_7,1.0666666666666667,-0.09512227171262617,0.020849546489383704,-0.1262186350075602,-0.012239658749258132,0.07980313402446883,-0.05837874164333239
exp_7,1.6,-0.0981010384399219,-0.008940698935720064,-0.09329833276157291,-0.007071671504018782,0.034040152797215055,-0.022594149945674658
exp_7,2.1333333333333333,-0.06891706991578074,-0.017397796882850647,-0.06269261296761533,0.00470333362691804,0.010315100820067348,-0.0028290030620953897
exp_7,2.6666666666666665,-0.040700526254651766,-0.01929826764833521,-0.03984963712691229,0.014015617744819249,-0.0010017079440656782,0.006702142033415889
exp_7,3.2,-0.01974807390371103,-0.019216849175298614,-0.024236685312080897,0.019338079640125832,-0.005958676733939299,0.010218746312372816
exp_7,3.7333333333333334,-0.008472409754518299,-0.01841171424050964,-0.014031103017295812,0.021368387138657192,-0.007818756044653607,0.010556225562539443
exp_7,4.266666666666667,-0.0022995844028500336,-0.017189840320461423,-0.007530411988212197,0.021201693194331836,-0.008206446501752635,0.009448177659897642
exp_7,4.8,0.0005743615143988819,-0.015673380530672253,-0.0034766836459670302,0.019756670549977293,-0.007890335721737859,0.007852693134111943
exp_7,5.333333333333333,0.001653163060355747,-0.013983085063963507,-0.001014783313643936,0.01767208230013815,-0.007255049191321224,0.006252856181277548
exp_7,5.866666666666666,0.00189628536043355,-0.012224802038499719,0.00042276185724576836,0.01536754940958672,-0.006474099155157339,0.004843469220438339
exp_7,6.4,0.0017871859410671792,-0.010499291265975388,0.001206742550806886,0.01308845467419454,-0.005657516639036388,0.003689000778925179
exp_7,6.933333333333334,0.0015592665502737067,-0.008879161690187447,0.0015753390641580537,0.010969557743402268,-0.0048567491220134155,0.00277423266502078
exp_7,7.466666666666667,0.0013287871228691924,-0.007409079884481107,0.001690374659724686,0.009078027507592264,-0.004110310112413547,0.0020712805436005934
exp_7,8.0,0.0010897585785233667,-0.0061118873555025405,0.0016516482365163479,0.007432544640456227,-0.003434297703252236,0.0015354143611858151
exp_8,0.0,-0.12691118940711021,-0.13176904246211052,0.6542983632534742,-0.8703344091773033,-0.06689977832138538,0.28779367730021477
exp_8,0.5333333333333333,0.27907230318562987,0.30047750105379706,0.561279165315012,-0.6274261118411185,0.04809901209180704,-0.005151082469935023
exp_8,1.0666666666666667,0.25876459067237123,0.42041322434183226,0.3853340862314889,-0.554913709092064,0.134571944661566,-0.12376841473767414
exp_8,1.6,0.16337929288945643,0.4279259509884714,0.2317303498102205,-0.5179885924760198,0.17581323140790148,-0.1597970931171767
exp_8,2.1333333333333333,0.06988759171557986,0.3966889307491709,0.12119111485693612,-0.4784772187859491,0.1854156449268818,-0.15699128759847933
exp_8,2.6666666666666665,0.01098530208237383,0.35332218988087166,0.04876313361337567,-0.43074093844732,0.1774567601841233,-0.13773751260473394
exp_8,3.2,-0.01798327044547911,0.30770473238125995,0.0044541179202147035,-0.3780075520121975,0.16115306417949232,-0.11358875172124369
exp_8,3.7333333333333334,-0.0300625920916955,0.26375291154985536,-0.020723415599818492,-0.3246203639679153,0.14177852762453455,-0.09017216308343802
exp_8,4.266666666666667,-0.03306407303342427,0.22299692156929066,-0.03357786171353287,-0.27399410091928084,0.12208024499387171,-0.06975195176695806
exp_8,4.8,-0.03007991931862186,0.18636355244786498,-0.03869094252011598,-0.22798679629813068,0.10349015071835477,-0.053057016315032
exp_8,5.333333333333333,-0.026118679200454797,0.1540526145876308,-0.039150643024941756,-0.18751921294013835,0.08657176876284639,-0.039785680687519316
exp_8,5.866666666666666,-0.021373365873131184,0.12617403793640927,-0.0369847107138234,-0.15272696474867264,0.0716783976320678,-0.029605169470363672
exp_8,6.4,-0.01756182737281778,0.10244168424513381,-0.033443912767595535,-0.12334124795604469,0.05877604100021054,-0.02183558208645215
exp_8,6.933333333333334,-0.014362575885171595,0.08254172904188092,-0.029367470283416637,-0.0988902017159051,0.047797083211338916,-0.0160133381596319
exp_8,7.466666666666667,-0.01100280411323933,0.06604633735033037,-0.025228528107176372,-0.07877299592150289,0.03857595237542091,-0.011676564406409955
exp_8,8.0,-0.008723431996716689,0.052508569824350225,-0.02129579277850504,-0.06237089345159002,0.030916786418273345,-0.008457170760875926
mono_exp_9,0.0,-1.7029479928314686,-0.09051603265106678,-0.6475529000163078,0.12073526531457901,-0.8022319804877043,-0.2833823449909687
mono_exp_9,0.5333333333333333,-0.5874166344069333,-0.10873434205865201,-0.3913978182586504,0.2477293304609845,-0.4314598804579708,0.09941293555833103
mono_exp_9,1.0666666666666667,-0.12387018469776662,-0.14717210951613766,-0.23282210714294693,0.3061909586735526,-0.25267839314784324,0.20331040256204191
mono_exp_9,1.6,0.03845295838946555,-0.1775203908543368,-0.13383885165784357,0.3185816840124249,-0.16914294464477292,0.20149083989973532
mono_exp_9,2.1333333333333333,0.07650787037756086,-0.19135619762145342,-0.07109063527400067,0.3044622806977052,-0.12989344704395167,0.16736978234124258
mono_exp_9,2.6666666666666665,0.07414196733265883,-0.19003745930157492,-0.0310781826987926,0.2769410737600838,-0.10949820613978409,0.129358202320616
mono_exp_9,3.2,0.060734604915935346,-0.178099621488972,-0.005896573611886849,0.24395643162644354,-0.0961952497202217,0.09676630283605231
mono_exp_9,3.7333333333333334,0.04633005252781249,-0.16008875958843588,0.009376183470877895,0.210108912912965,-0.08505641049601974,0.07148254506232146
mono_exp_9,4.266666666666667,0.03376044757129546,-0.13961411073417385,0.017918161943833805,0.17788481124976718,-0.07457484013378031,0.052508585240619764
mono_exp_9,4.8,0.026339843842651485,-0.11901763488786515,0.02197005729316575,0.14856525210000937,-0.06443724912453078,0.03855333275766853
mono_exp_9,5.333333333333333,0.01950547716704023,-0.09971506838855661,0.02310048629006329,0.12268629607258283,-0.05482897825729407,0.02831875616342928
mono_exp_9,5.866666666666666,0.015132757833081946,-0.08240067075555618,0.02241252970003343,0.100331292024254,-0.04601192180935984,0.020795382429423855
mono_exp_9,6.4,0.01177149935366887,-0.06734278643197768,0.020687367255677522,0.0813575494179199,-0.03813842885015685,0.01525364071048074
mono_exp_9,6.933333333333334,0.009331471183934152,-0.05454407296170424,0.018455926996672655,0.06548841325541876,-0.031261393531219914,0.011167650951594865
mono_exp_9,7.466666666666667,0.00744157816312905,-0.04380413691712523,0.016042851520387938,0.052342658388451306,-0.025396514278349616,0.00815332820112971
mono_exp_9,8.0,0.005865846304965923,-0.034948551016700025,0.01368023538002081,0.04158623060839455,-0.02045740934012086,0.005928274248797433
exp_10,0.0,0.2683698106557131,0.3230185844004154,0.03731396608054638,-0.926821930333972,0.6216053608804941,0.21325382962822914
exp_10,0.5333333333333333,0.1336219507627049,0.4191592300192662,0.04736144580437749,-0.7042578692668298,0.40252258688855497,-0.02871853086671533
exp_10,1.0666666666666667,0.04130851419569108,0.4123026866312379,0.015018305646029533,-0.5782982489280644,0.2953112181725061,-0.1042470275112544
exp_10,1.6,-0.01196858066518953,0.3718627426953438,-0.016327669589895934,-0.48658937668586144,0.23305921398891588,-0.11424147838739156
exp_10,2.1333333333333333,-0.03458787484084839,0.3228111495051072,-0.03713455158460887,-0.40964327563612474,0.19045669578364857,-0.10102317373266183
exp_10,2.6666666666666665,-0.03995691055847347,0.2742154697866953,-0.04798743869549149,-0.3421912350014788,0.15770350131146424,-0.08191769878511837
exp_10,3.2,-0.03718478953043533,0.2294258024696554,-0.05165540930352475,-0.2830809529926261,0.13086807638051975,-0.06353915452695012
exp_10,3.7333333333333334,-0.03278290373632134,0.18969898372001492,-0.050697282688991596,-0.23192358267881252,0.10820475748903591,-0.04811510710791295
exp_10,4.266666666666667,-0.02671312190062083,0.15525253686488205,-0.04710264650923425,-0.18838249225788684,0.0889665367540691,-0.03584879803458538
exp_10,4.8,-0.021889861117101533,0.1259535232053085,-0.04217458098463906,-0.1518220396421731,0.07264282493010904,-0.026457716511272055
exp_10,5.333333333333333,-0.017498613975631978,0.1013793030947409,-0.03677875223693047,-0.1215140257196098,0.05891283073853576,-0.019358029102712653
exp_10,5.866666666666666,-0.014102254553747981,0.08104033677323456,-0.03143984879028552,-0.09664882060458532,0.04744355719392596,-0.014094200622572222
exp_10,6.4,-0.010788394602132656,0.06436221607855631,-0.026446416762147956,-0.0764304493832107,0.03797258068481596,-0.010180406820759633
exp_10,6.933333333333334,-0.00827678693496765,0.050834049363534896,-0.021966809208572434,-0.06012728868336335,0.030201439273011964,-0.0073206094962377545
exp_10,7.466666666666667,-0.006471099963031039,0.03993429301435622,-0.01804700495746117,-0.04707008550341151,0.023887476665686247,-0.005226863513779491
exp_10,8.0,-0.005068827667335206,0.03121262815452917,-0.014685471645410111,-0.03667638240082592,0.01879580147953922,-0.0037012523734979916
exp_11,0.0,1.487703837454319,0.6051017716526985,-0.49701058864593506,0.9402673207223415,-0.1268703043460846,0.5662156380712986
exp_11,0.5333333333333333,0.6905550612791623,-0.02335855311927892,-0.4688052920451476,0.7372042012681139,-0.06547250844254994,0.5096988249192251
exp_11,1.0666666666666667,0.33780412688699635,-0.2874228487684199,-0.34382964102304747,0.6551691798005899,-0.10450018311153504,0.4088062128041022
exp_11,1.6,0.17502084177880955,-0.3816070653022202,-0.21831261644728644,0.6003428100773102,-0.14647400080630124,0.31632000363712026
exp_11,2.1333333333333333,0.1018407922497202,-0.39587253387183735,-0.11963147594222327,0.5452839074607282,-0.16923436319832547,0.24203163039486414
exp_11,2.6666666666666665,0.0720619291855335,-0.37319031983103856,-0.05037911242839441,0.4856013989675015,-0.17362488369676557,0.18445434313227244
exp_11,3.2,0.05497387610934257,-0.3348541060178845,-0.005575532875285297,0.42362679597441616,-0.16546735978588145,0.14020703151085856
exp_11,3.7333333333333334,0.04803313424134169,-0.2913831021793267,0.021254610143967075,0.36290808994468643,-0.1503977499371356,0.1061844671040543
exp_11,4.266666666666667,0.040383264215642437,-0.24827281523606287,0.035601545112882674,0.3060766845581858,-0.13228964616261185,0.08007319969374754
exp_11,4.8,0.03436405512444488,-0.20829380530450453,0.04171740568402759,0.25475414088044057,-0.11365069261688612,0.0600826135741891
exp_11,5.333333333333333,0.029056893073682765,-0.172495542021932,0.04269847127682561,0.20968180962570293,-0.09590519867107805,0.04485155679860334
exp_11,5.866666666666666,0.02375200247105016,-0.14140356932705048,0.040646198843022154,0.17093401134602518,-0.07981052496116231,0.03330201036181055
exp_11,6.4,0.01915796416255456,-0.11491742272331684,0.03697898831885671,0.1381928680778773,-0.0656747372570958,0.024589757152626214
exp_11,6.933333333333334,0.015513122188526414,-0.09257018104400062,0.03257759390268995,0.11087111932999968,-0.053486165707713446,0.01805907906512166
exp_11,7.466666666666667,0.012273664805219742,-0.07409563755427485,0.028053190472601255,0.0883723139251196,-0.0432137815438897,0.013188616337077116
exp_11,8.0,0.009760785779656679,-0.058948409657997455,0.023738653997439945,0.07002706183041485,-0.03466924940205396,0.009574418776783802
exp_12,0.0,-0.5470122378319502,-0.8729651402682066,0.8260418977588415,-0.012114161625504494,0.44537390023469925,-0.9333487339317799
exp_12,0.5333333333333333,-0.6561115008743489,-0.3998897518402826,0.5845826072441629,-0.22638532499422265,0.12745032660752498,-0.7871971357794545
exp_12,1.0666666666666667,-0.5526646166954055,-0.08923377268771221,0.40778461143827965,-0.3290477357135846,0.04515878033449798,-0.5903191980141996
exp_12,1.6,-0.37512027893048777,0.09257894028637945,0.27428241482960425,-0.3675592121538016,0.0477198648648866,-0.42297578169587563
exp_12,2.1333333333333333,-0.23630207785940063,0.18544480448346712,0.1743435358926712,-0.36884778278618896,0.07037190412871286,-0.29923844013253587
exp_12,2.6666666666666665,-0.14738545177034382,0.22220302784295792,0.10167032884304286,-0.34881416596875386,0.08937052546362316,-0.21246042273461083
exp_12,3.2,-0.09522988324150432,0.22612061810577835,0.05084299249652966,-0.31730566381222813,0.09886234319319774,-0.15242923105659434
exp_12,3.7333333333333334,-0.06177471638233186,0.21233877270615772,0.016894413392190548,-0.28065585211617294,0.09958756383226129,-0.11068751642720218
exp_12,4.266666666666667,-0.046192162563377395,0.1902317022962164,-0.004513655303296789,-0.2429351840632956,0.09416733862771687,-0.08119497289737057
exp_12,4.8,-0.03354576558023806,0.165218231311342,-0.01698102483242919,-0.2066459814219052,0.08529698764591746,-0.059978459970866836
exp_12,5.333333333333333,-0.02574627213815294,0.14047770252230796,-0.02330942539355955,-0.1732928938722695,0.07482621958440436,-0.04445112315274657
exp_12,5.866666666666666,-0.020462025188585177,0.11747280850007086,-0.025613018755311457,-0.14356114563074035,0.06414725252741953,-0.032992847433511295
exp_12,6.4,-0.016533866871791047,0.09699566782921966,-0.02540875828966207,-0.11770678003578215,0.05401756728767163,-0.024460224218062477
exp_12,6.933333333333334,-0.013081667923565691,0.07930023554888951,-0.023750614996435354,-0.09565705549724317,0.0448460978210778,-0.018064271271360764
exp_12,7.466666666666667,-0.010718622124393992,0.06421967167188583,-0.02133730759802728,-0.0771052006839949,0.03679506249646114,-0.013311295745115302
exp_12,8.0,-0.008627511290594655,0.051636374363193224,-0.018647114299901197,-0.06172415088661208,0.029907689188849083,-0.009752489287353186
mono_exp_13,0.0,-1.7373624965548515,-0.5863071717321873,-0.1741012390702963,-0.5144613813608885,0.1865160372108221,-0.6490087416023016
mono_exp_13,0.5333333333333333,-0.9833815693109562,-0.19250134412522407,-0.027171693679095138,-0.3614168411997358,0.031248151219095077,-0.4222722316347287
mono_exp_13,1.0666666666666667,-0.5203166430561033,-0.0008842591735335661,0.019264756125679287,-0.2794124043887248,0.009327024618413626,-0.26264845280731997
mono_exp_13,1.6,-0.2601544146807495,0.08360156585263319,0.024426598303613982,-0.22921234638452082,0.022405849047195208,-0.1628141997728379
mono_exp_13,2.1333333333333333,-0.12677255259106712,0.11331205582708621,0.01565154617004987,-0.1934384983325702,0.03733925254191285,-0.10333196613656481
mono_exp_13,2.6666666666666665,-0.06496816779435645,0.11641310167792966,0.004644783904397796,-0.1646083195293136,0.04585028831340907,-0.06814922185523084
mono_exp_13,3.2,-0.036396858386774616,0.10761760740199075,-0.004319647355453806,-0.13971807061553598,0.04799725984469809,-0.046837091007474886
