Var1,Well,Experiment,Condition,Treatments,Rep,Inulin,Starch,Pectin,ArGal,Gum,AmAc,pH,Time,OD
282,22,REU04,BH-BP,REU04_BH-BP,3,0,1,0,0,0,1,1,18.00388889,0.004762499
283,22,REU04,BH-BP,REU04_BH-BP,3,0,1,0,0,0,1,1,20.00361111,0.005071413
284,22,REU04,BH-BP,REU04_BH-BP,3,0,1,0,0,0,1,1,22.00444444,0.005963832
285,22,REU04,BH-BP,REU04_BH-BP,3,0,1,0,0,0,1,1,24.00444444,0.006733667
286,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,0,0.006966667
287,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,2.000277778,0.01215289
288,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,4.000277778,0.009721649
289,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,6.000833333,0.009588344
290,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,8.001111111,0.018887998
291,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,10.00166667,0.008902772
292,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,12.00222222,0.009302689
293,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,14.00277778,0.009156688
294,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,16.00277778,0.008496507
295,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,18.00388889,0.014101691
296,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,20.00361111,0.015434747
297,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,22.00444444,0.017942163
298,23,REU04,BH-BT,REU04_BH-BT,3,0,1,0,0,0,1,1,24.00444444,0.020633667
299,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,0,0.006066667
300,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,2.000277778,0.003103292
301,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,4.000277778,0.006911691
302,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,6.000833333,0.007502051
303,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,8.001111111,-0.005740529
304,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,10.00166667,0.00916895
305,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,12.00222222,0.008786952
306,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,14.00277778,0.009018466
307,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,16.00277778,0.009840339
308,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,18.00388889,0.002709719
309,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,20.00361111,0.001806816
310,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,22.00444444,-0.000681956
311,24,REU04,BH-ER,REU04_BH-ER,3,0,1,0,0,0,1,1,24.00444444,-0.003263333
312,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,0,0.007266667
313,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,2.000277778,0.0035
314,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,4.000277778,0.000833333
315,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,6.000833333,0.001033333
316,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,8.001111111,0.002566667
317,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,10.00166667,-0.002266667
318,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,12.00222222,-0.000866667
319,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,14.00277778,-0.000433333
320,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,16.00277778,0.0001
321,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,18.00388889,0.002833333
322,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,20.00361111,0.003733333
323,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,22.00444444,0.0063
324,25,REU04,BH-FP,REU04_BH-FP,1,0,1,0,0,0,1,1,24.00444444,0.007333333
325,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,0,-0.000633333
326,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,2.000277778,0.0022
327,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,4.000277778,-0.001366667
328,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,6.000833333,-6.67E-05
329,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,8.001111111,0.001766667
330,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,10.00166667,-0.002966667
331,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,12.00222222,-0.001766667
332,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,14.00277778,-0.001033333
333,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,16.00277778,-0.0006
334,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,18.00388889,0.000733333
335,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,20.00361111,0.001233333
336,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,22.00444444,0.0028
337,26,REU04,BP-BT,REU04_BP-BT,1,0,1,0,0,0,1,1,24.00444444,0.004433333
338,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,0,-0.004333333
339,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,2.000277778,-0.0011
340,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,4.000277778,-0.004866667
341,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,6.000833333,-0.005066667
342,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,8.001111111,-0.004633333
343,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,10.00166667,-0.008966667
344,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,12.00222222,-0.009566667
345,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,14.00277778,-0.008233333
346,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,16.00277778,-0.0101
347,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,18.00388889,-0.009966667
348,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,20.00361111,-0.008966667
349,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,22.00444444,-0.0073
350,27,REU04,BP-ER,REU04_BP-ER,1,0,1,0,0,0,1,1,24.00444444,-0.005866667
351,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,0,-0.002933333
352,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,2.000277778,-0.003577675
353,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,4.000277778,-0.003383281
354,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,6.000833333,-0.003376728
355,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,8.001111111,-0.003582044
356,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,10.00166667,-0.003409491
357,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,12.00222222,-0.003376728
358,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,14.00277778,-0.003464096
359,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,16.00277778,-0.003446623
360,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,18.00388889,-0.003533991
361,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,20.00361111,-0.003514333
362,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,22.00444444,-0.003734939
363,28,REU04,BP-FP,REU04_BP-FP,1,0,1,0,0,0,1,1,24.00444444,-0.003763333
364,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,0,-0.002233333
365,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,2.000277778,0.008867987
366,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,4.000277778,0.002147188
367,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,6.000833333,-0.00010308
368,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,8.001111111,0.004517469
369,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,10.00166667,-0.001003187
370,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,12.00222222,-0.003343465
371,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,14.00277778,-0.001513248
372,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,16.00277778,0.002117184
373,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,18.00388889,0.014208622
374,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,20.00361111,0.031580687
375,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,22.00444444,0.088167416
376,29,REU04,BT-ER,REU04_BT-ER,1,0,1,0,0,0,1,1,24.00444444,0.224833667
377,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,0,-0.001033333
378,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,2.000277778,0.016205711
379,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,4.000277778,0.006089552
380,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,6.000833333,0.00517494
381,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,8.001111111,0.017924073
382,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,10.00166667,0.003844596
383,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,12.00222222,0.00351201
384,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,14.00277778,0.003706018
385,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,16.00277778,0.00406632
386,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,18.00388889,0.010579464
387,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,20.00361111,0.016233427
388,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,22.00444444,0.028261956
389,30,REU04,BT-FP,REU04_BT-FP,1,0,1,0,0,0,1,1,24.00444444,0.060633667
390,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,0,-0.000533333
391,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,2.000277778,-0.010302705
392,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,4.000277778,-0.00236736
393,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,6.000833333,-0.000787555
394,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,8.001111111,-0.016767196
395,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,10.00166667,0.001718343
396,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,12.00222222,0.001337011
397,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,14.00277778,0.00148228
398,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,16.00277778,0.002281262
399,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,18.00388889,-0.004927735
400,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,20.00361111,-0.005853827
401,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,22.00444444,-0.009703468
402,31,REU04,ER-FP,REU04_ER-FP,1,0,1,0,0,0,1,1,24.00444444,-0.012663333
403,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,0,0.004666667
404,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,2.000277778,0.011183653
405,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,4.000277778,0.005991549
406,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,6.000833333,0.005991549
407,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,8.001111111,0.0255067
408,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,10.00166667,0.004433917
409,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,12.00222222,0.006367528
410,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,14.00277778,0.006707701
411,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,16.00277778,0.005329108
412,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,18.00388889,0.017217236
413,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,20.00361111,0.020977036
414,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,22.00444444,0.027887906
415,32,REU04,BH-BP-BT,REU04_BH-BP-BT,1,0,1,0,0,0,1,1,24.00444444,0.041333667
416,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,0,0.005066667
417,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,2.000277778,0.0006
418,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,4.000277778,-0.002066667
419,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,6.000833333,-0.001966667
420,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,8.001111111,0.001166667
421,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,10.00166667,-0.003166667
422,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,12.00222222,-0.001866667
423,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,14.00277778,-0.002033333
424,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,16.00277778,-0.002
425,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,18.00388889,-0.000366667
426,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,20.00361111,-6.67E-05
427,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,22.00444444,0.0019
428,33,REU04,BH-FP,REU04_BH-FP,2,0,1,0,0,0,1,1,24.00444444,0.003433333
429,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,0,0.000666667
430,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,2.000277778,0.001
431,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,4.000277778,-0.000566667
432,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,6.000833333,-0.000366667
433,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,8.001111111,0.003266667
434,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,10.00166667,-0.002366667
435,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,12.00222222,-0.001366667
436,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,14.00277778,-0.001233333
437,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,16.00277778,-0.0014
438,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,18.00388889,-0.000166667
439,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,20.00361111,0.001133333
440,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,22.00444444,0.0035
441,34,REU04,BP-BT,REU04_BP-BT,2,0,1,0,0,0,1,1,24.00444444,0.006033333
442,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,0,0.000166667
443,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,2.000277778,0.0027
444,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,4.000277778,-0.000766667
445,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,6.000833333,-0.002066667
446,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,8.001111111,0.000266667
447,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,10.00166667,-0.005566667
448,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,12.00222222,-0.005966667
449,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,14.00277778,-0.005233333
450,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,16.00277778,-0.0061
451,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,18.00388889,-0.005066667
452,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,20.00361111,-0.003466667
453,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,22.00444444,-0.0016
454,35,REU04,BP-ER,REU04_BP-ER,2,0,1,0,0,0,1,1,24.00444444,-0.000666667
455,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,0,0.001566667
456,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,2.000277778,0.0073
457,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,4.000277778,0.003033333
458,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,6.000833333,0.002833333
459,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,8.001111111,0.007266667
460,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,10.00166667,0.002133333
461,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,12.00222222,0.001933333
462,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,14.00277778,0.003266667
463,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,16.00277778,0.0033
464,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,18.00388889,0.004933333
465,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,20.00361111,0.003933333
466,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,22.00444444,0.0072
467,36,REU04,BP-FP,REU04_BP-FP,2,0,1,0,0,0,1,1,24.00444444,0.008733333
468,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,0,-0.001733333
469,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,2.000277778,0.006064052
470,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,4.000277778,0.001588423
471,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,6.000833333,-8.99E-05
472,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,8.001111111,0.003511545
473,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,10.00166667,-0.001453607
474,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,12.00222222,-0.001348709
475,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,14.00277778,-0.000789255
476,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,16.00277778,0.00270733
477,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,18.00388889,0.015644696
478,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,20.00361111,0.031589125
479,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,22.00444444,0.08694007
480,37,REU04,BT-ER,REU04_BT-ER,2,0,1,0,0,0,1,1,24.00444444,0.231733667
481,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,0,6.67E-05
482,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,2.000277778,0.010575687
483,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,4.000277778,0.004987809
484,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,6.000833333,0.004321074
485,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,8.001111111,0.009210467
486,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,10.00166667,0.004225826
487,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,12.00222222,0.004892561
488,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,14.00277778,0.005591046
489,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,16.00277778,0.006670523
490,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,18.00388889,0.011274172
491,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,20.00361111,0.01822727
492,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,22.00444444,0.03381618
493,38,REU04,BT-FP,REU04_BT-FP,2,0,1,0,0,0,1,1,24.00444444,0.080233667
494,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,0,0.001466667
495,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,2.000277778,0.0109
496,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,4.000277778,0.001233333
497,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,6.000833333,-0.001266667
498,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,8.001111111,0.007066667
499,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,10.00166667,-0.003166667
500,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,12.00222222,-0.001666667
501,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,14.00277778,-0.002633333
502,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,16.00277778,-0.0039
503,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,18.00388889,-0.001466667
504,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,20.00361111,-0.000266667
505,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,22.00444444,0.0014
506,39,REU04,ER-FP,REU04_ER-FP,2,0,1,0,0,0,1,1,24.00444444,0.003033333
507,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,0,0.003866667
508,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,2.000277778,0.008271387
509,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,4.000277778,0.003527842
510,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,6.000833333,0.003996984
511,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,8.001111111,0.013327694
512,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,10.00166667,0.003293271
513,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,12.00222222,0.005326219
514,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,14.00277778,0.005977805
515,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,16.00277778,0.005456536
516,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,18.00388889,0.009704876
517,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,20.00361111,0.01322344
518,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,22.00444444,0.022658404
519,40,REU04,BH-BP-BT,REU04_BH-BP-BT,2,0,1,0,0,0,1,1,24.00444444,0.040433667
520,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,0,0.004566667
521,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,2.000277778,-0.0001
522,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,4.000277778,-0.002066667
523,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,6.000833333,-0.001866667
524,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,8.001111111,0.001866667
525,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,10.00166667,-0.002966667
526,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,12.00222222,-0.001866667
527,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,14.00277778,-0.002133333
528,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,16.00277778,-0.0024
529,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,18.00388889,0.000133333
530,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,20.00361111,0.000633333
531,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,22.00444444,0.0029
532,41,REU04,BH-FP,REU04_BH-FP,3,0,1,0,0,0,1,1,24.00444444,0.005433333
533,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,0,0.000366667
534,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,2.000277778,0.001158185
535,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,4.000277778,0.00035302
536,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,6.000833333,0.000598664
537,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,8.001111111,0.002700282
538,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,10.00166667,-1.54E-05
539,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,12.00222222,0.000680545
540,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,14.00277778,0.000776073
541,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,16.00277778,0.00083066
542,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,18.00388889,0.001949704
543,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,20.00361111,0.002277229
544,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,22.00444444,0.00340992
545,42,REU04,BP-BT,REU04_BP-BT,3,0,1,0,0,0,1,1,24.00444444,0.004733667
546,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,0,0.001766667
