Var1,Well,Experiment,Condition,Treatments,Rep,Inulin,Starch,Pectin,ArGal,Gum,AmAc,pH,Time,OD
547,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,2.000277778,0.004
548,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,4.000277778,0.000633333
549,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,6.000833333,-0.001266667
550,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,8.001111111,0.003766667
551,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,10.00166667,-0.004366667
552,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,12.00222222,-0.003766667
553,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,14.00277778,-0.003533333
554,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,16.00277778,-0.0046
555,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,18.00388889,-0.001866667
556,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,20.00361111,-0.001766667
557,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,22.00444444,0.0011
558,43,REU04,BP-ER,REU04_BP-ER,3,0,1,0,0,0,1,1,24.00444444,0.003933333
559,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,0,0.000866667
560,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,2.000277778,0.0063
561,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,4.000277778,0.000533333
562,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,6.000833333,0.000433333
563,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,8.001111111,0.011966667
564,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,10.00166667,-0.001266667
565,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,12.00222222,-0.000566667
566,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,14.00277778,-0.000733333
567,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,16.00277778,0.0001
568,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,18.00388889,0.002533333
569,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,20.00361111,0.002133333
570,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,22.00444444,0.0056
571,44,REU04,BP-FP,REU04_BP-FP,3,0,1,0,0,0,1,1,24.00444444,0.007633333
572,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,0,0.000166667
573,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,2.000277778,0.003615696
574,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,4.000277778,-0.002642336
575,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,6.000833333,-0.00520244
576,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,8.001111111,0.002833442
577,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,10.00166667,-0.00840257
578,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,12.00222222,-0.007975886
579,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,14.00277778,-0.006766948
580,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,16.00277778,-0.003531261
581,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,18.00388889,0.009304816
582,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,20.00361111,0.027332214
583,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,22.00444444,0.083618945
584,45,REU04,BT-ER,REU04_BT-ER,3,0,1,0,0,0,1,1,24.00444444,0.227233667
585,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,0,0.001366667
586,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,2.000277778,0.009633838
587,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,4.000277778,0.002177785
588,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,6.000833333,0.001054698
589,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,8.001111111,0.015311668
590,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,10.00166667,0.000773926
591,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,12.00222222,0.001709832
592,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,14.00277778,0.002864116
593,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,16.00277778,0.004111991
594,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,18.00388889,0.010039397
595,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,20.00361111,0.017807418
596,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,22.00444444,0.03443535
597,46,REU04,BT-FP,REU04_BT-FP,3,0,1,0,0,0,1,1,24.00444444,0.083133667
598,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,0,0.000666667
599,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,2.000277778,-0.004224789
600,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,4.000277778,0.0022092
601,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,6.000833333,0.003305211
602,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,8.001111111,-0.009806325
603,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,10.00166667,0.005314564
604,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,12.00222222,0.004827448
605,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,14.00277778,0.004807152
606,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,16.00277778,0.005273971
607,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,18.00388889,0.002574537
608,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,20.00361111,0.000321626
609,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,22.00444444,-0.002276325
610,47,REU04,ER-FP,REU04_ER-FP,3,0,1,0,0,0,1,1,24.00444444,-0.006863333
611,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,0,0.001366667
612,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,2.000277778,0.004256251
613,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,4.000277778,0.000997069
614,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,6.000833333,0.001249067
615,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,8.001111111,0.01865377
616,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,10.00166667,0.00079547
617,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,12.00222222,0.001551466
618,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,14.00277778,0.002072263
619,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,16.00277778,0.001887464
620,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,18.00388889,0.007801031
621,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,20.00361111,0.012841003
622,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,22.00444444,0.021996951
623,48,REU04,BH-BP-BT,REU04_BH-BP-BT,3,0,1,0,0,0,1,1,24.00444444,0.037133667
624,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,0,0.005066667
625,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,2.000277778,0.006293634
626,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,4.000277778,0.006960058
627,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,6.000833333,0.007165591
628,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,8.001111111,0.006505395
629,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,10.00166667,0.007688764
630,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,12.00222222,0.00763271
631,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,14.00277778,0.007234101
632,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,16.00277778,0.007265243
633,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,18.00388889,0.006025819
634,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,20.00361111,0.005334482
635,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,22.00444444,0.00279958
636,49,REU04,BH-BP-ER,REU04_BH-BP-ER,1,0,1,0,0,0,1,1,24.00444444,-0.000663333
637,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,0,0.001466667
638,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,2.000277778,0.0024
639,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,4.000277778,-0.001066667
640,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,6.000833333,-0.000166667
641,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,8.001111111,0.006066667
642,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,10.00166667,-0.001566667
643,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,12.00222222,-6.67E-05
644,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,14.00277778,-0.000533333
645,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,16.00277778,-0.0003
646,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,18.00388889,0.003133333
647,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,20.00361111,0.003933333
648,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,22.00444444,0.0063
649,50,REU04,BH-BP-FP,REU04_BH-BP-FP,1,0,1,0,0,0,1,1,24.00444444,0.010233333
650,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,0,-0.001633333
651,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,2.000277778,-0.002346821
652,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,4.000277778,-0.006596728
653,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,6.000833333,-0.005945283
654,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,8.001111111,0.001903086
655,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,10.00166667,-0.00789962
656,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,12.00222222,-8.23E-05
657,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,14.00277778,0.003392104
658,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,16.00277778,0.019709265
659,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,18.00388889,0.079021836
660,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,20.00361111,0.204192455
661,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,22.00444444,0.299644746
662,51,REU04,BH-BT-ER,REU04_BH-BT-ER,1,0,1,0,0,0,1,1,24.00444444,0.422333667
663,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,0,-0.000733333
664,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,2.000277778,0.004508949
665,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,4.000277778,0.001156326
666,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,6.000833333,0.001979243
667,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,8.001111111,0.015542123
668,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,10.00166667,0.001887808
669,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,12.00222222,0.004630862
670,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,14.00277778,0.011244671
671,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,16.00277778,0.027276301
672,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,18.00388889,0.076498889
673,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,20.00361111,0.189329863
674,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,22.00444444,0.319503036
675,52,REU04,BH-BT-FP,REU04_BH-BT-FP,1,0,1,0,0,0,1,1,24.00444444,0.520233667
676,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,0,-0.001633333
677,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,2.000277778,0.0001
678,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,4.000277778,-0.007066667
679,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,6.000833333,-0.008666667
680,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,8.001111111,0.010866667
681,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,10.00166667,-0.010466667
682,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,12.00222222,-0.011666667
683,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,14.00277778,-0.012033333
684,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,16.00277778,-0.0128
685,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,18.00388889,-0.008366667
686,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,20.00361111,-0.005166667
687,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,22.00444444,0.0008
688,53,REU04,BH-ER-FP,REU04_BH-ER-FP,1,0,1,0,0,0,1,1,24.00444444,0.003833333
689,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,0,0.000466667
690,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,2.000277778,0.002490014
691,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,4.000277778,-0.000365016
692,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,6.000833333,-0.00084913
693,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,8.001111111,0.010335142
694,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,10.00166667,-0.001333244
695,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,12.00222222,8.19E-05
696,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,14.00277778,0.004302338
697,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,16.00277778,0.027738414
698,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,18.00388889,0.065623427
699,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,20.00361111,0.141480345
700,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,22.00444444,0.254601618
701,54,REU04,BP-BT-ER,REU04_BP-BT-ER,1,0,1,0,0,0,1,1,24.00444444,0.359033667
702,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,0,-0.000733333
703,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,2.000277778,0.004558898
704,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,4.000277778,-0.000555443
705,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,6.000833333,-0.000288608
706,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,8.001111111,0.038424732
707,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,10.00166667,-0.000688861
708,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,12.00222222,0.000245062
709,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,14.00277778,0.001401348
710,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,16.00277778,0.002157381
711,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,18.00388889,0.017922894
712,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,20.00361111,0.035067055
713,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,22.00444444,0.065464032
714,55,REU04,BP-BT-FP,REU04_BP-BT-FP,1,0,1,0,0,0,1,1,24.00444444,0.140533667
715,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,0,0.006066667
716,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,2.000277778,0.006127481
717,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,4.000277778,0.005763765
718,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,6.000833333,0.005714646
719,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,8.001111111,0.008168264
720,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,10.00166667,0.00558834
721,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,12.00222222,0.00558834
722,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,14.00277778,0.005642137
723,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,16.00277778,0.005601204
724,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,18.00388889,0.006746148
725,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,20.00361111,0.00758819
726,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,22.00444444,0.008443097
727,56,REU04,BP-ER-FP,REU04_BP-ER-FP,1,0,1,0,0,0,1,1,24.00444444,0.009433667
728,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,0,-0.000733333
729,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,2.000277778,0.002082796
730,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,4.000277778,0.003339222
731,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,6.000833333,0.004184061
732,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,8.001111111,0.003003453
733,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,10.00166667,0.004638974
734,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,12.00222222,0.004379024
735,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,14.00277778,0.004270711
736,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,16.00277778,0.003285066
737,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,18.00388889,0.003014285
738,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,20.00361111,0.000707225
739,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,22.00444444,-0.00207641
740,57,REU04,BH-BP-ER,REU04_BH-BP-ER,2,0,1,0,0,0,1,1,24.00444444,-0.009463333
741,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,0,0.000266667
742,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,2.000277778,0.001
743,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,4.000277778,-0.002766667
744,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,6.000833333,-0.002366667
745,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,8.001111111,0.005666667
746,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,10.00166667,-0.003766667
747,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,12.00222222,-0.003066667
748,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,14.00277778,-0.002733333
749,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,16.00277778,-0.003
750,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,18.00388889,0.000233333
751,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,20.00361111,0.002133333
752,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,22.00444444,0.0039
753,58,REU04,BH-BP-FP,REU04_BH-BP-FP,2,0,1,0,0,0,1,1,24.00444444,0.008033333
754,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,0,-0.001133333
755,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,2.000277778,-0.001300886
756,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,4.000277778,-0.00659554
757,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,6.000833333,-0.006696072
758,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,8.001111111,0.002988455
759,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,10.00166667,-0.006897135
760,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,12.00222222,-0.001568969
761,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,14.00277778,0.000274107
762,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,16.00277778,0.017096364
763,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,18.00388889,0.069205149
764,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,20.00361111,0.183710435
765,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,22.00444444,0.303811969
766,59,REU04,BH-BT-ER,REU04_BH-BT-ER,2,0,1,0,0,0,1,1,24.00444444,0.434033667
767,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,0,0.000366667
768,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,2.000277778,0.003741936
769,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,4.000277778,-2.51E-05
770,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,6.000833333,0.000788575
771,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,8.001111111,0.019985418
772,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,10.00166667,0.001421438
773,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,12.00222222,0.003772072
774,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,14.00277778,0.009859611
775,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,16.00277778,0.024355186
776,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,18.00388889,0.071126773
777,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,20.00361111,0.182510654
778,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,22.00444444,0.317189919
779,60,REU04,BH-BT-FP,REU04_BH-BT-FP,2,0,1,0,0,0,1,1,24.00444444,0.510333667
780,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,0,-0.001133333
781,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,2.000277778,-0.0005
782,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,4.000277778,-0.008666667
783,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,6.000833333,-0.009666667
784,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,8.001111111,0.020866667
785,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,10.00166667,-0.012266667
786,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,12.00222222,-0.011866667
787,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,14.00277778,-0.012333333
788,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,16.00277778,-0.013
789,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,18.00388889,-0.009166667
790,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,20.00361111,-0.004066667
791,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,22.00444444,0.0042
792,61,REU04,BH-ER-FP,REU04_BH-ER-FP,2,0,1,0,0,0,1,1,24.00444444,0.008333333
793,62,REU04,BP-BT-ER,REU04_BP-BT-ER,2,0,1,0,0,0,1,1,0,0.002066667
